Trip,rollingmean,rollingstd
677218,736254.7142857143,93307.40539691702
771490,727491.7142857143,85259.06269074637
878490,726883.7142857143,83972.86072836045
759818,725538.5714285715,83253.7312914697
677716,731489.4285714285,77049.54827005092
693798,733363.0,75756.82152563242
755295,744832.1428571428,71402.43238253657
776765,759053.1428571428,65348.06967929019
816291,765453.2857142857,68868.21392997353
870499,764311.7142857143,66714.77392030893
741278,761663.1428571428,67288.45909819427
647025,757278.7142857143,74304.14846362619
690186,756762.7142857143,74829.14573149022
725286,752475.7142857143,75780.81010324846
783072,753376.7142857143,76154.30363350848
832326,755667.4285714285,78565.1730897278
895349,759217.4285714285,84922.85973724755
785647,765555.8571428572,85016.49060315316
658042,767129.7142857143,82521.86401738996
719422,771306.2857142857,78626.47225693942
743484,773906.0,77138.0106497428
796963,775890.4285714285,77590.46345794619
841192,777157.0,78729.25356773788
915888,780091.1428571428,84069.86116801524
786681,780238.8571428572,84082.15751360504
719947,789082.4285714285,71384.44056155052
734842,791285.2857142857,69077.1438941366
754997,792930.0,67875.93095739577
784796,791191.8571428572,67911.21765812588
848713,792266.2857142857,68886.60696563535
900937,790130.4285714285,64507.42904983017
774383,788373.5714285715,64783.90686957326
691611,784325.5714285715,70412.85744298085
758665,787728.8571428572,68162.2911010383
767815,789560.0,67303.17379093767
837472,797085.1428571428,69587.80165715836
896212,803870.7142857143,77344.64337563772
983509,815666.7142857143,98121.68781112855
940329,839373.2857142857,106199.12383931372
726386,844341.1428571428,98682.31844903108
730345,840295.4285714285,103254.81776468757
778023,841753.7142857143,102126.47469635165
798844,836235.4285714285,103431.66114695655
888916,835193.1428571428,102761.13089332943
957173,831430.8571428572,96731.1640982849
786334,809431.5714285715,84585.9027357329
725491,809303.7142857143,84732.90173188088
838023,824686.2857142857,77472.51351224231
791907,826669.7142857143,76246.77426556854
829046,830984.2857142857,75257.88019362421
968842,842402.2857142857,90109.71274639535
954675,842045.4285714285,89582.8444083213
825589,847653.2857142857,86696.24214215523
755524,851943.7142857143,80138.16943611333
775099,842954.5714285715,85321.40040821434
808537,845330.2857142857,83882.51183592768
865993,850608.4285714285,83849.48122251857
930443,845122.8571428572,75683.721205263
1002620,851972.1428571428,88358.59035096307
843713,854561.2857142857,87719.87661625618
742832,852748.1428571428,90204.11801100124
753219,849622.4285714285,93656.25775472149
800983,848543.2857142857,94250.1966624184
631175,814997.8571428572,124073.90679540961
620404,770706.5714285715,131131.72028010193
719383,730244.1428571428,82222.24165116601
701331,709903.8571428572,65355.03023340609
700177,703810.2857142857,63741.80696297109
733673,701018.0,61609.104264980546
761047,695312.8571428572,51892.0825702352
835578,724513.2857142857,65509.18482857684
911695,766126.2857142857,79399.28441053235
976444,802849.2857142857,108346.69143496986
832676,821612.8571428572,98786.97833457598
744178,827898.7142857143,90853.46097923043
834843,842351.5714285715,80863.72337221935
840681,853727.8571428572,72709.54646497672
881971,860355.4285714285,72893.59112856761
959496,867184.1428571428,80361.20094387958
1063505,879621.4285714285,103496.29279810992
850835,882215.5714285715,102344.65781833508
779542,887267.5714285715,95004.74209191922
817703,884819.0,96785.27049952581
910611,894809.0,95063.83384687558
929067,901537.0,95668.46351332132
1006540,908257.5714285715,101869.97532124989
1039047,904763.5714285715,95902.38572607079
880746,909036.5714285715,93741.08735031149
764999,906959.0,97187.20129900344
795896,903843.7142857143,100807.18722345371
849271,895080.8571428572,102767.86568674675
863561,885722.8571428572,102137.85100445981
840234,861964.8571428572,87668.12401975188
767871,823225.4285714285,46734.29355714603
653998,790832.8571428572,71982.5451328956
503031,753408.8571428572,131305.97294795618
596174,724877.1428571428,141813.71768559428
686011,701554.2857142857,130955.36062047261
775071,688912.8571428572,116143.39602610272
821125,686183.0,112149.84637082633
779361,687824.4285714285,113619.1581349099
877745,719788.2857142857,132432.15722866563
821037,765217.7142857143,94912.59837470457
675436,776540.8571428572,73753.9738057735
732992,783252.4285714285,65857.70456030365
416989,732097.8571428572,153724.78415925466
847368,735846.8571428572,156551.8254183241
947976,759934.7142857143,176112.91966587226
800356,748879.1428571428,169800.66751972074
735986,736729.0,166793.13291519697
751040,747529.5714285715,164596.02141592692
761771,751640.8571428572,164531.79034706153
794593,805584.2857142857,72924.64934600599
908785,814358.1428571428,81928.49683194906
968918,817349.8571428572,87793.35279588476
899453,831506.5714285715,92461.9595128299
712213,828110.4285714285,96885.95000971778
772683,831202.2857142857,94328.1114597936
812279,838417.7142857143,89962.68310567019
859996,847761.0,88028.0675182626
907012,847507.7142857143,87825.53479809404
903211,838121.0,75305.56984933546
770678,819724.5714285715,73534.02504704113
705525,818769.1428571428,75188.57543410003
760502,817029.0,76561.37183985034
810717,816805.8571428572,76579.79742601408
874589,818890.5714285715,78134.3641488955
946891,824587.5714285715,86623.13590463116
950550,831350.2857142857,95206.92884749113
807639,836630.4285714285,92260.5867996668
720081,838709.8571428572,88916.59293672914
794484,843564.4285714285,84765.80724926085
835913,847163.8571428572,83666.35331766278
842487,842577.8571428572,82787.74750816685
1000880,850290.5714285715,95642.3910144041
1008016,858500.0,107423.14813546058
903449,872187.1428571428,105956.43967755153
782846,881153.5714285715,92775.16359251973
796951,881506.0,92394.96275951999
903006,891090.7142857143,90334.04302497391
900632,899397.1428571428,87756.45634069282
965586,894355.1428571428,81763.29244110257
1036309,898397.0,88721.63095134356
860571,892271.5714285715,89788.45901869639
773472,890932.4285714285,91741.1518001534
835282,896408.2857142857,86171.5341682188
887320,894167.4285714285,86175.32208982717
875482,890574.5714285715,86384.90514716943
934463,886128.4285714285,82598.64149983821
999853,880920.4285714285,72023.63585392507
826588,876065.7142857143,74718.76217460056
720296,868469.1428571428,88347.92859376663
726740,852963.1428571428,103388.30539351456
788516,838848.2857142857,104652.82795783022
905276,843104.5714285715,106971.24755723924
956425,846242.0,110365.5589982662
997788,845947.0,109888.2624138407
867012,851721.8571428572,109763.45917233096
760727,857497.7142857143,102519.82429220474
799203,867849.5714285715,90011.53026299174
835754,874597.8571428572,84685.68170087914
920378,876755.2857142857,85782.74851373781
1062000,891837.4285714285,108419.03524421099
992767,891120.1428571428,107614.88166207593
891543,894624.5714285715,107097.14099024989
802596,900605.8571428572,99254.76774682381
848004,907577.4285714285,92424.06775628733
764880,897452.5714285715,104673.7884315782
919861,897378.7142857143,104655.0971201969
994068,887674.1428571428,88793.33255267129
1044626,895082.5714285715,100424.69697548903
857164,890171.2857142857,101461.94933522868
812342,891563.5714285715,100117.89784025696
858561,893071.7142857143,99429.51674547073
909803,913775.0,81816.67600597335
955878,918920.2857142857,83380.76945897764
1003229,920229.0,84816.37764802904
1034840,918831.0,82472.515005504
872019,920953.1428571428,80795.33238462853
774881,915601.5714285715,89914.33864120595
870757,917343.8571428572,88735.27074098517
612136,874820.0,145877.06707589922
895262,866160.5714285715,142011.31895598597
952694,858941.2857142857,134993.05032446852
985803,851936.0,125265.55823795461
875538,852438.7142857143,125366.6083581981
789314,854500.5714285715,123989.57662623141
827904,848378.7142857143,124111.01003364351
863454,884281.2857142857,68086.8790705754
915901,887229.7142857143,69081.2519639337
925039,883279.0,65406.458162272196
931100,875464.2857142857,53254.44858636531
812916,866518.2857142857,58264.174191674814
760202,862359.4285714285,65306.79162194474
852172,865826.2857142857,63799.60246144035
853135,864352.1428571428,63982.5040653765
914558,864160.2857142857,63803.93236761477
960974,869293.8571428572,70601.99860822583
1014257,881173.4285714285,87668.21660452994
881303,890943.0,82449.10123625604
804459,897265.4285714285,71756.0534283957
839209,895413.5714285715,73265.17271267965
869438,897742.5714285715,71944.41861339056
903272,896130.2857142857,71630.55202847799
971572,897644.2857142857,73321.56970431341
1082803,907436.5714285715,93336.59324340824
957773,918360.8571428572,94238.81913066708
855160,925603.8571428572,85575.71513661213
868977,929856.4285714285,81194.37294717807
872230,930255.2857142857,80854.2540000493
971614,940018.4285714285,81178.48151831106
1010381,945562.5714285715,84931.12515220066
1026469,937514.8571428572,71341.11849751107
880269,926442.8571428572,73649.96339765495
790891,917261.5714285715,86841.7054681607
837442,912756.5714285715,90504.6866389734
918779,919406.4285714285,88723.27041210086
915708,911419.8571428572,85705.37018652477
997383,909563.0,83311.34534383492
1043804,912039.4285714285,87517.03256482196
906300,915758.1428571428,86489.07926327607
842832,923178.2857142857,75523.91927664034
829771,922082.4285714285,77016.20859026218
883778,917082.2857142857,78390.35327707413
955801,922809.8571428572,79726.5112481993
976286,919796.0,76782.00792937362
1056462,921604.2857142857,80259.56086496999
869862,916398.8571428572,82566.08487029799
795173,909590.4285714285,91161.11497207626
838606,910852.5714285715,89924.58895069861
869190,908768.5714285715,90821.18533663887
941475,906722.0,89739.68667391848
958250,904145.4285714285,87643.95951016119
1046735,902755.8571428572,84859.40668625126
913949,909054.0,83638.435945043
810039,911177.7142857143,80390.5516125568
885753,917913.0,75097.77914825267
946283,928926.2857142857,72364.74456232927
944516,929360.7142857143,72461.69723542107
970255,931075.7142857143,73395.44558693338
1064306,933585.8571428572,78156.34068631878
855671,925260.4285714285,83516.87555589457
777642,920632.2857142857,91483.78355700256
857652,916617.8571428572,93855.24162494026
853872,903416.2857142857,95472.41290326307
891949,895906.7142857143,93752.72995085432
891327,884631.2857142857,87883.26102224745
867888,856571.5714285715,38355.15417279344
767151,843925.8571428572,51157.49545416155
650793,825804.5714285715,87854.63359598858
788535,815930.7142857143,87562.2928067277
845423,814723.7142857143,87008.60737251487
934033,820735.7142857143,94375.96660646422
983118,833848.7142857143,110771.65713712356
1030487,857077.1428571428,133761.71807163625
890960,874764.1428571428,127948.36874357788
787385,894277.2857142857,94013.66296929661
783607,893573.2857142857,94951.23730054544
844179,893395.5714285715,95057.48187256021
883928,886237.7142857143,93358.75162995963
919278,877117.7142857143,85067.41341961964
958719,866865.1428571428,65599.30695626725
833826,858703.1428571428,65656.06033319313
793388,859560.7142857143,64599.98959678298
820467,864826.4285714285,58600.639202589686
892884,871784.2857142857,58631.95668095864
925892,877779.1428571428,62121.98326525999
887755,873275.8571428572,59707.970342960965
946564,871539.4285714285,56920.654229832035
842095,872720.7142857143,56087.236954924156
836035,878813.1428571428,47726.66475332117
866742,885423.8571428572,41033.596947817205
891898,885283.0,41005.4028553928
930294,885911.8571428572,41758.810229809555
969067,897527.8571428572,52328.52919592958
960959,899584.2857142857,54801.1771397704
850218,900744.7142857143,53450.28862944672
798974,895450.2857142857,62068.9327460834
823902,889330.2857142857,67265.79764068677
857050,884352.0,68325.28275584661
929493,884237.5714285715,68236.12977706241
923855,877778.7142857143,60578.4715437023
990610,882014.5714285715,67952.00388474282
868776,884665.7142857143,66857.91763312569
788976,883237.4285714285,69064.05049386236
828019,883825.5714285715,68489.68147309081
700682,861487.2857142857,97874.63263398648
756646,836794.8571428572,99645.67902728764
790416,817732.1428571428,92739.22981210572
824956,794067.2857142857,54541.48398761371
765867,779366.0,43874.0818821282
768985,776510.1428571428,43794.847464923085
831297,776978.4285714285,44450.03617867373
860485,799807.4285714285,39494.501874126865
880516,817503.1428571428,44380.72127785396
931476,837654.5714285715,59485.89310320071
978207,859547.5714285715,79025.35056097776
861627,873227.5714285715,67562.70414426463
830449,882008.1428571428,54485.65159877028
899773,891790.4285714285,49810.03199442295
870903,893278.7142857143,48865.436962859065
872221,892093.7142857143,49324.93699510575
932183,892194.7142857143,49419.65103651737
1026124,899040.0,64374.87368789985
858804,898636.7142857143,64656.54236737756
807666,895382.0,69082.99977563022
842903,887257.7142857143,71772.21094015299
905510,892201.5714285715,71649.70198788062
905319,896929.8571428572,71202.08993521596
990709,905290.7142857143,79036.74429806572
963597,896358.2857142857,65474.249074765925
862603,896901.0,65125.8997608969
780480,893017.2857142857,71802.59776803217
812592,888687.1428571428,76113.08720894136
877894,884742.0,75810.89039181457
899651,883932.2857142857,75584.41473327123
932836,875664.7142857143,64277.860236407585
960435,875213.0,63564.07010253291
866552,875777.1428571428,63450.924696250426
805192,879307.4285714285,57691.12526162149
868615,887310.7142857143,50306.73769888569
888214,888785.0,50135.705732871254
898183,888575.2857142857,50085.7240529124
933364,888650.7142857143,50163.8262685821
942629,886107.0,46212.976301753064
824836,880147.5714285715,51537.961681516186
811874,881102.1428571428,49955.869503084825
824910,874858.5714285715,54317.41016118827
857940,870533.7142857143,54282.01995355186
889122,869239.2857142857,53616.755293823975
953459,872110.0,57982.51601129179
959852,874570.4285714285,61718.698165834845
820017,873882.0,62389.14417588776
743488,864112.5714285715,77291.59386775996
757974,854550.2857142857,86537.50292736934
817403,848759.2857142857,87622.40712609487
840851,841863.4285714285,85796.89168972694
892605,833170.0,75009.71642393859
932172,829215.7142857143,67580.02367493254
841629,832303.1428571428,67583.4119327803
773309,836563.2857142857,61739.02464058784
840966,848419.2857142857,51201.23353563975
876333,856837.8571428572,50084.02430725012
874352,861623.7142857143,49902.056643366865
904648,863344.1428571428,51335.20805914681
880878,856016.4285714285,42829.34346471755
823654,853448.5714285715,44347.65574359118
737965,848399.4285714285,55581.67395181083
843984,848830.5714285715,55526.080712449046
894204,851383.5714285715,57381.201357983155
964927,864322.8571428572,71819.44870397265
987049,876094.4285714285,85062.52505237206
1038723,898643.7142857143,105102.86762296809
952035,916983.8571428572,100955.70229631703
846673,932513.5714285715,73439.29941989819
802760,926624.4285714285,82780.54768655167
919899,930295.1428571428,81665.51970166234
929612,925250.1428571428,80248.03178152884
988264,925423.7142857143,80405.13684608611
1036469,925101.7142857143,79878.57215322414
917875,920221.7142857143,78997.51098972149
831171,918007.1428571428,81578.10828775856
863937,926746.7142857143,69566.44564901844
801342,909810.0,84368.66252742423
911262,907188.5714285715,83934.80921297657
984085,906591.5714285715,83274.29968855203
1037592,906752.0,83566.77928858092
880758,901449.5714285715,83920.19648621802
579262,865462.5714285715,148355.37326956543
604363,828380.5714285715,178232.54305901998
580111,796776.1428571428,201872.8365608968
599663,752262.0,206717.1457362282
699528,711611.0,179751.36293780824
765188,672696.1428571428,115375.93242010733
658468,640940.4285714285,70383.90040072154
275249,597510.0,156229.49898146518
300697,554129.1428571428,192060.59812242197
317385,516596.85714285716,210885.30258841923
329712,478032.4285714286,217734.9783451248
316572,423324.4285714286,200212.19982546507
308858,358134.4285714286,133537.29744514052
265419,301984.5714285714,23521.303187080932
248749,298198.85714285716,29828.46537245463
300469,298166.28571428574,29825.40718756906
314921,297814.28571428574,29574.267044808217
313334,295474.5714285714,27181.18571644575
326420,296881.4285714286,28669.276440443726
321487,298685.5714285714,29918.71162475498
273903,299897.5714285714,28483.926156435125
279563,304299.5714285714,20533.223093771318
310407,305719.28571428574,20567.765189837675
317823,306133.85714285716,20811.947918020403
331132,308676.4285714286,22827.744302754014
323337,308236.0,22455.05008528974
312234,306914.14285714284,21808.024153410304
286853,308764.14285714284,18895.74866142456
283979,309395.0,17800.31180437217
299804,307880.28571428574,18147.585805582126
310332,306810.14285714284,17678.358327129645
326435,306139.14285714284,16661.216016317474
329816,307064.71428571426,17909.0629357773
320140,308194.14285714284,18527.994723545446
277878,306912.0,20460.6795178672
280051,306350.85714285716,21233.711800084802
297232,305983.4285714286,21387.57541078272
290954,303215.14285714284,21976.882175194754
974336,395772.4285714286,255862.58853002577
1028176,495538.14285714284,346098.64386540983
1097991,606659.7142857143,400926.9548636481
895721,694923.0,384139.88268858474
890998,782201.1428571428,341170.7799447991
914217,870341.8571428572,266532.2447468772
884268,955101.0,82109.16240387794
935817,949598.2857142857,81895.6812897023
1057791,953829.0,87223.20918386956
1143607,960345.5714285715,100484.72225477255
959828,969503.7142857143,96453.70912465989
816136,958809.1428571428,109831.53738556118
910459,958272.2857142857,110094.70107398975
939521,966165.5714285715,105801.62878685808
824653,950285.0,118675.56064469661
1036991,947313.5714285715,115759.74894273675
1126309,944842.4285714285,110956.01558854501
957107,944453.7142857143,110899.51836491968
824850,945698.5714285715,109255.80383341401
880778,941458.4285714285,111406.1529926367
906110,936685.4285714285,112215.76880999735
798211,932908.0,116960.31532675114
774983,895478.2857142857,119985.02845732242
904421,863780.0,66007.7351325815
798801,841164.8571428572,54885.267134959664
885289,849799.0,56617.54991460712
879346,849594.4285714285,56489.40250423446
903505,849222.2857142857,56061.99847405065
949108,870779.0,61886.78799495928
1054124,910656.2857142857,77767.79235586205
1154164,946333.8571428572,120162.30799412899
996170,974529.4285714285,101477.9508363867
847119,969076.5714285715,107895.0683887766
901233,972203.2857142857,105143.40606637123
940980,977556.8571428572,101968.64637136878
985560,982764.2857142857,101201.54864874597
1086441,987381.0,105639.30344967761
1170001,989643.4285714285,109890.58181490705
974943,986611.0,109973.31262174353
874463,990517.2857142857,104544.34409811225
916227,992659.2857142857,102544.59601024569
953694,994475.5714285715,101584.79027206181
1011240,998144.1428571428,101672.81464322667
1108935,1001357.5714285715,105222.11713617429
1163445,1000421.0,103485.70911483254
1106673,1019239.5714285715,109861.38277522933
870730,1018706.2857142857,110687.23727047833
943738,1022636.4285714285,106864.48168101562
948736,1021928.1428571428,107412.60623941028
1007939,1021456.5714285715,107474.5791165774
1033298,1010651.2857142857,100809.37085032242
942148,979037.4285714285,76731.02891672176
781874,932637.5714285715,84496.40629805185
734927,913237.1428571428,112145.84426603868
581576,861499.7142857143,166228.56909760679
643679,817920.1428571428,179040.52791237686
719433,776705.0,160226.29780199338
841416,749293.2857142857,120500.71255351354
843033,735134.0,97735.46436171333
789091,736165.0,98346.84835316145
964079,768901.0,130686.87409606113
