start_id,end_id,amount
BL06,R02,52335.0
BL06,R03,236608.0
BL06,R04,107404.0
BL06,R06,61062.0
BL06,R09,133189.0
BL06,R12,191881.0
BL06,R14,119141.0
BL06,R15,198646.0
BL06,R16,186413.0
BL06,R17,113777.0
BL06,R18,55224.0
BL06,R19,166444.0
BL06,R20,27495.0
BL06,R21,36966.0
BL06,R22,58892.0
BL06,R22A,27772.0
BL06,R23,10713.0
BL06,R24,15354.0
BL06,R25,49831.0
BL06,R26,22917.0
BL06,R27,22035.0
BL06,R28,175318.0
BL07,BL01,482516.0
BL07,BL02,596692.0
BL07,BL03,426751.0
BL07,BL04,1377842.0
BL07,BL05,969609.0
BL07,BL06,1029452.0
BL07,BL07,139052.0
BL07,BL08,1705499.0
BL07,BL09,1281957.0
BL07,BL10,541828.0
BL07,BL11,1394582.0
BL07,BL12,1325464.0
BL07,BL13,364042.0
BL07,BL14,464413.0
BL07,BL15,708082.0
BL07,BL16,621665.0
BL07,BL17,373159.0
BL07,BL18,1056806.0
BL07,BL19,236773.0
BL07,BL20,149777.0
BL07,BL21,168464.0
BL07,BL22,81679.0
BL07,BL23,249012.0
BL07,BR01,85364.0
BL07,BR02,23411.0
BL07,BR03,10825.0
BL07,BR04,91348.0
BL07,BR05,14510.0
BL07,BR06,30321.0
BL07,BR07,102988.0
BL07,BR08,126924.0
BL07,BR09,152111.0
BL07,BR11,408322.0
BL07,BR12,148912.0
BL07,BR13,60406.0
BL07,BR14,73440.0
BL07,BR15,100573.0
BL07,BR16,178946.0
BL07,BR17,132299.0
BL07,BR18,28477.0
BL07,BR19,47424.0
BL07,BR20,17442.0
BL07,BR21,36762.0
BL07,BR22,43750.0
BL07,BR23,21295.0
BL07,G01,90673.0
BL07,G02,74232.0
BL07,G03,106665.0
BL07,G03A,14078.0
BL07,G04,147769.0
BL07,G05,137139.0
BL07,G06,73280.0
BL07,G07,305922.0
BL07,G08,177550.0
BL07,G09,246712.0
BL07,G10,240488.0
BL07,G11,99278.0
BL07,G13,128076.0
BL07,G14,322206.0
BL07,G15,385213.0
BL07,G17,318141.0
BL07,G18,260765.0
BL07,G19,87345.0
BL07,O01,136736.0
BL07,O02,95947.0
BL07,O03,167016.0
BL07,O04,234925.0
BL07,O06,144221.0
BL07,O09,248968.0
BL07,O10,108661.0
BL07,O11,137862.0
BL07,O12,45548.0
BL07,O13,52394.0
BL07,O14,32680.0
BL07,O15,16140.0
BL07,O16,6889.0
BL07,O17,6096.0
BL07,O18,15501.0
BL07,O19,15188.0
BL07,O20,13931.0
BL07,O21,13987.0
BL07,OO50,65370.0
BL07,OO51,71560.0
BL07,OO52,77839.0
BL07,OO53,74011.0
BL07,OO54,68268.0
BL07,R02,62870.0
BL07,R03,272382.0
BL07,R04,127666.0
BL07,R06,68564.0
BL07,R09,101152.0
BL07,R12,184955.0
BL07,R14,143268.0
BL07,R15,238680.0
BL07,R16,194183.0
BL07,R17,145047.0
BL07,R18,59721.0
BL07,R19,184979.0
BL07,R20,33909.0
BL07,R21,39093.0
BL07,R22,80975.0
BL07,R22A,39747.0
BL07,R23,13029.0
BL07,R24,14013.0
BL07,R25,59262.0
BL07,R26,27946.0
BL07,R27,30518.0
BL07,R28,241184.0
BL08,BL01,265780.0
BL08,BL02,469764.0
BL08,BL03,226511.0
BL08,BL04,706081.0
BL08,BL05,840503.0
BL08,BL06,884297.0
BL08,BL07,1890489.0
BL08,BL08,108609.0
BL08,BL09,976116.0
BL08,BL10,802868.0
BL08,BL11,1217888.0
BL08,BL12,1488879.0
BL08,BL13,494116.0
BL08,BL14,446339.0
BL08,BL15,821776.0
BL08,BL16,805000.0
BL08,BL17,441506.0
BL08,BL18,1212429.0
BL08,BL19,275620.0
BL08,BL20,219823.0
BL08,BL21,250722.0
BL08,BL22,173310.0
BL08,BL23,353906.0
BL08,BR01,51020.0
BL08,BR02,22916.0
BL08,BR03,10394.0
BL08,BR04,77719.0
BL08,BR05,11060.0
BL08,BR06,27366.0
BL08,BR07,110001.0
BL08,BR08,141917.0
BL08,BR09,207763.0
BL08,BR11,474284.0
BL08,BR12,149140.0
BL08,BR13,46495.0
BL08,BR14,64710.0
BL08,BR15,96891.0
BL08,BR16,210216.0
BL08,BR17,150434.0
BL08,BR18,23818.0
BL08,BR19,42313.0
BL08,BR20,16556.0
BL08,BR21,42372.0
BL08,BR22,50266.0
BL08,BR23,42927.0
BL08,G01,65763.0
BL08,G02,39665.0
BL08,G03,64159.0
BL08,G03A,9139.0
BL08,G04,90881.0
BL08,G05,99292.0
BL08,G06,58938.0
BL08,G07,280390.0
BL08,G08,168160.0
BL08,G09,272114.0
BL08,G10,287417.0
BL08,G11,111866.0
BL08,G13,139611.0
BL08,G14,424855.0
BL08,G15,433097.0
BL08,G17,392219.0
BL08,G18,306147.0
BL08,G19,201992.0
BL08,O01,70238.0
BL08,O02,38295.0
BL08,O03,103482.0
BL08,O04,185665.0
BL08,O06,149713.0
BL08,O09,258173.0
BL08,O10,116478.0
BL08,O11,146644.0
BL08,O12,39599.0
BL08,O13,26455.0
BL08,O14,13746.0
BL08,O15,6900.0
BL08,O16,2505.0
BL08,O17,1640.0
BL08,O18,4062.0
BL08,O19,4283.0
BL08,O20,4438.0
BL08,O21,6204.0
BL08,OO50,35975.0
BL08,OO51,39335.0
BL08,OO52,40748.0
BL08,OO53,33110.0
BL08,OO54,32121.0
BL08,R02,67822.0
BL08,R03,302217.0
BL08,R04,163570.0
BL08,R06,73359.0
BL08,R09,164078.0
BL08,R12,253660.0
BL08,R14,142401.0
BL08,R15,231400.0
BL08,R16,182750.0
BL08,R17,144789.0
BL08,R18,68242.0
BL08,R19,174880.0
BL08,R20,26947.0
BL08,R21,44311.0
BL08,R22,65995.0
BL08,R22A,31290.0
BL08,R23,11709.0
BL08,R24,13973.0
BL08,R25,60881.0
BL08,R26,22503.0
BL08,R27,23991.0
BL08,R28,162163.0
BL09,BL01,101813.0
BL09,BL02,167061.0
BL09,BL03,85621.0
BL09,BL04,243557.0
BL09,BL05,409986.0
BL09,BL06,525716.0
BL09,BL07,1265373.0
BL09,BL08,850001.0
BL09,BL09,73339.0
BL09,BL10,403881.0
BL09,BL11,771386.0
BL09,BL12,1004161.0
BL09,BL13,289213.0
BL09,BL14,304785.0
BL09,BL15,489568.0
BL09,BL16,484462.0
BL09,BL17,252863.0
BL09,BL18,771212.0
BL09,BL19,157974.0
BL09,BL20,129312.0
BL09,BL21,139865.0
BL09,BL22,110177.0
BL09,BL23,233722.0
BL09,BR01,34049.0
BL09,BR02,12567.0
BL09,BR03,7295.0
BL09,BR04,42186.0
BL09,BR05,7100.0
BL09,BR06,12910.0
BL09,BR07,68990.0
BL09,BR08,78336.0
BL09,BR09,126208.0
BL09,BR11,317780.0
BL09,BR12,111080.0
BL09,BR13,29653.0
BL09,BR14,42570.0
BL09,BR15,69964.0
BL09,BR16,144389.0
BL09,BR17,86606.0
BL09,BR18,15445.0
BL09,BR19,27106.0
BL09,BR20,9338.0
BL09,BR21,24292.0
BL09,BR22,26898.0
BL09,BR23,18646.0
BL09,G01,49960.0
BL09,G02,38312.0
BL09,G03,76047.0
BL09,G03A,7186.0
BL09,G04,88474.0
BL09,G05,69152.0
BL09,G06,35691.0
BL09,G07,160082.0
BL09,G08,110673.0
BL09,G09,155191.0
BL09,G10,162963.0
BL09,G11,60592.0
BL09,G13,95720.0
BL09,G14,265231.0
BL09,G15,326477.0
BL09,G17,263828.0
BL09,G18,209089.0
BL09,G19,133313.0
BL09,O01,61535.0
BL09,O02,45805.0
BL09,O03,75116.0
BL09,O04,112120.0
BL09,O06,106432.0
BL09,O09,189221.0
BL09,O10,77720.0
BL09,O11,100765.0
BL09,O12,28472.0
BL09,O13,19012.0
BL09,O14,11841.0
BL09,O15,5769.0
BL09,O16,2183.0
BL09,O17,1699.0
BL09,O18,4413.0
BL09,O19,4639.0
BL09,O20,5139.0
BL09,O21,6944.0
BL09,OO50,23380.0
BL09,OO51,23290.0
BL09,OO52,29772.0
BL09,OO53,27428.0
BL09,OO54,21293.0
BL09,R02,44745.0
BL09,R03,225499.0
BL09,R04,105923.0
BL09,R06,49638.0
BL09,R09,94504.0
BL09,R12,165329.0
BL09,R14,87175.0
BL09,R15,138596.0
BL09,R16,110968.0
BL09,R17,97031.0
BL09,R18,40653.0
BL09,R19,124914.0
BL09,R20,18006.0
BL09,R21,31158.0
BL09,R22,45770.0
BL09,R22A,22010.0
BL09,R23,7679.0
BL09,R24,12571.0
BL09,R25,40764.0
BL09,R26,18682.0
BL09,R27,20773.0
BL09,R28,119091.0
BL10,BL01,146039.0
BL10,BL02,233222.0
BL10,BL03,127359.0
BL10,BL04,301910.0
BL10,BL05,313157.0
BL10,BL06,412641.0
BL10,BL07,574595.0
BL10,BL08,793809.0
BL10,BL09,439172.0
BL10,BL10,139104.0
BL10,BL11,1115003.0
BL10,BL12,1398113.0
BL10,BL13,253565.0
BL10,BL14,391712.0
BL10,BL15,616410.0
BL10,BL16,521255.0
BL10,BL17,340011.0
BL10,BL18,917710.0
BL10,BL19,258458.0
BL10,BL20,212183.0
BL10,BL21,239400.0
BL10,BL22,123350.0
BL10,BL23,267663.0
BL10,BR01,69382.0
BL10,BR02,31950.0
BL10,BR03,13363.0
BL10,BR04,82122.0
BL10,BR05,14683.0
BL10,BR06,27324.0
BL10,BR07,83338.0
BL10,BR08,91571.0
BL10,BR09,131530.0
BL10,BR11,311969.0
BL10,BR12,133437.0
BL10,BR13,34356.0
BL10,BR14,63940.0
BL10,BR15,89851.0
BL10,BR16,127899.0
BL10,BR17,102678.0
BL10,BR18,28347.0
BL10,BR19,49147.0
BL10,BR20,16665.0
BL10,BR21,42689.0
BL10,BR22,54739.0
BL10,BR23,24315.0
BL10,G01,96095.0
BL10,G02,85603.0
BL10,G03,129419.0
BL10,G03A,14490.0
BL10,G04,150396.0
BL10,G05,149856.0
BL10,G06,68140.0
BL10,G07,211954.0
BL10,G08,142809.0
BL10,G09,177242.0
BL10,G10,281395.0
BL10,G11,26791.0
BL10,G13,129277.0
BL10,G14,378214.0
BL10,G15,327943.0
BL10,G17,262535.0
BL10,G18,248783.0
BL10,G19,168643.0
BL10,O01,124650.0
BL10,O02,98086.0
BL10,O03,133107.0
BL10,O04,184648.0
BL10,O06,187396.0
BL10,O09,315160.0
BL10,O10,126110.0
BL10,O11,150110.0
BL10,O12,41441.0
BL10,O13,33887.0
BL10,O14,16486.0
BL10,O15,8197.0
BL10,O16,8534.0
BL10,O17,7935.0
BL10,O18,20529.0
BL10,O19,22541.0
BL10,O20,20291.0
BL10,O21,25755.0
BL10,OO50,31170.0
BL10,OO51,38507.0
BL10,OO52,51546.0
BL10,OO53,52164.0
BL10,OO54,50079.0
BL10,R02,53443.0
BL10,R03,270582.0
BL10,R04,119932.0
BL10,R06,57193.0
BL10,R09,88431.0
BL10,R12,243598.0
BL10,R14,159463.0
BL10,R15,285893.0
BL10,R16,206184.0
BL10,R17,150504.0
BL10,R18,78569.0
BL10,R19,210041.0
BL10,R20,32961.0
BL10,R21,44413.0
BL10,R22,109418.0
BL10,R22A,48339.0
BL10,R23,14537.0
BL10,R24,13977.0
BL10,R25,62597.0
BL10,R26,38929.0
BL10,R27,30005.0
BL10,R28,260105.0
BL11,BL01,234502.0
BL11,BL02,469319.0
BL11,BL03,225142.0
BL11,BL04,736777.0
BL11,BL05,598891.0
BL11,BL06,1095802.0
BL11,BL07,1548338.0
BL11,BL08,1224331.0
BL11,BL09,857342.0
BL11,BL10,988852.0
BL11,BL11,371106.0
BL11,BL12,5307485.0
BL11,BL13,495646.0
BL11,BL14,721029.0
BL11,BL15,1287772.0
BL11,BL16,1145369.0
BL11,BL17,597607.0
BL11,BL18,1707413.0
BL11,BL19,487496.0
BL11,BL20,384100.0
BL11,BL21,366553.0
BL11,BL22,309828.0
BL11,BL23,567943.0
BL11,BR01,294168.0
BL11,BR02,52541.0
BL11,BR03,29448.0
BL11,BR04,140942.0
BL11,BR05,37777.0
BL11,BR06,62614.0
BL11,BR07,153548.0
BL11,BR08,138241.0
BL11,BR09,254359.0
BL11,BR11,805842.0
BL11,BR12,217056.0
BL11,BR13,91319.0
