date,BL01start,BL02start,BL03start,BL04start,BL05start,BL06start,BL07start,BL08start,BL09start,BL10start,BL11start,BL12start,BL13start,BL14start,BL15start,BL16start,BL17start,BL18start,BL19start,BL20start,BL21start,BL22start,BL23start,BR01start,BR02start,BR03start,BR04start,BR05start,BR06start,BR07start,BR08start,BR09start,BR11start,BR12start,BR13start,BR14start,BR15start,BR16start,BR17start,BR18start,BR19start,BR20start,BR21start,BR22start,BR23start,G01start,G02start,G03start,G03Astart,G04start,G05start,G06start,G07start,G08start,G09start,G10start,G11start,G13start,G14start,G15start,G17start,G18start,G19start,O01start,O02start,O03start,O04start,O06start,O09start,O10start,O11start,O12start,O13start,O14start,O15start,O16start,O17start,O18start,O19start,O20start,O21start,OO50start,OO51start,OO52start,OO53start,OO54start,R02start,R03start,R04start,R06start,R09start,R12start,R14start,R15start,R16start,R17start,R18start,R19start,R20start,R21start,R22start,R22Astart,R23start,R24start,R25start,R26start,R27start,R28start,BL01end,BL02end,BL03end,BL04end,BL05end,BL06end,BL07end,BL08end,BL09end,BL10end,BL11end,BL12end,BL13end,BL14end,BL15end,BL16end,BL17end,BL18end,BL19end,BL20end,BL21end,BL22end,BL23end,BR01end,BR02end,BR03end,BR04end,BR05end,BR06end,BR07end,BR08end,BR09end,BR11end,BR12end,BR13end,BR14end,BR15end,BR16end,BR17end,BR18end,BR19end,BR20end,BR21end,BR22end,BR23end,G01end,G02end,G03end,G03Aend,G04end,G05end,G06end,G07end,G08end,G09end,G10end,G11end,G13end,G14end,G15end,G17end,G18end,G19end,O01end,O02end,O03end,O04end,O06end,O09end,O10end,O11end,O12end,O13end,O14end,O15end,O16end,O17end,O18end,O19end,O20end,O21end,OO50end,OO51end,OO52end,OO53end,OO54end,R02end,R03end,R04end,R06end,R09end,R12end,R14end,R15end,R16end,R17end,R18end,R19end,R20end,R21end,R22end,R22Aend,R23end,R24end,R25end,R26end,R27end,R28end
2018-08-02,8677,12910,7101,21200,23951,30660,39466,41380,26539,30410,70702,153413,21261,32655,50868,38280,23532,63208,19529,17234,15253,19673,38266,6769,4206,2663,12902,3214,4393,11894,14697,24250,42354,15760,6139,8398,10473,17327,16535,5396,9045,3488,8141,7861,5669,12694,11048,16710,2280,21330,15431,10133,27961,18673,33413,30518,9227,12150,38980,40074,22571,24165,25950,22051,26089,27258,35819,25348,29553,17321,24149,13021,9498,9810,6061,5214,5096,10470,8760,9476,9783,11530,12536,12168,12042,13885,13495,31119,18512,8313,26313,23566,26525,31187,26987,23263,12639,30256,8288,10253,16843,5223,3825,2857,11032,9265,7224,34659,8134,13432,7084,21507,21640,27707,43572,39701,27008,28560,69956,153275,21983,32238,50879,40020,24854,65814,19837,17076,16033,19387,36056,6760,4331,2165,13437,2940,3933,11694,14171,24894,44900,15559,5931,8446,10605,18050,16500,5220,8866,3281,8148,8077,5480,10803,11677,16468,2469,20959,15420,9523,27363,18591,33259,30257,9664,11571,39435,42119,23455,25627,24535,21095,25221,27510,36929,25946,30553,17597,23205,11385,9695,9804,6113,5128,4629,11187,9398,8590,9029,11447,11815,12511,12091,12431,12408,31588,19417,7971,27634,25261,26817,30130,27855,23745,12255,31704,7625,8797,17994,4852,3771,2994,11140,9621,7055,33353
2018-08-03,9188,14207,7689,22175,24385,32259,45460,43086,27196,31477,76397,175176,22197,35125,55951,42096,24640,69207,20484,17969,15694,22150,42024,6772,4076,2764,13461,3318,4507,12610,15206,25493,43333,16316,7018,8877,11121,18231,17141,5599,9623,3485,8572,8288,6410,12598,11722,17648,2494,22480,16043,10779,29741,19952,34768,31412,9351,12728,42538,41605,23141,25084,26238,22788,27152,28668,37346,26567,30849,17967,24620,14725,10094,9738,6324,5407,5457,10837,8609,9769,10192,12283,13097,12450,12650,14506,14063,32146,19658,8686,26373,23868,28570,31275,28360,24007,12791,30303,8440,10619,17349,5895,3854,2908,10852,9322,7447,35591,8633,14600,7521,22152,21742,29679,49756,40787,27335,29892,77246,189364,23158,34076,56303,44334,26665,73272,20548,17330,15569,23647,39135,6627,4197,2080,13577,2999,3982,12321,14619,25743,46113,15892,6473,8449,11741,18021,16262,5301,9312,3220,8185,8329,5794,10730,12010,16806,2473,21604,15836,9848,28406,19383,34717,30337,9437,12500,43904,43664,24322,26205,25211,21526,26099,28651,37682,27231,31971,18187,23489,11723,10307,9354,6238,5199,4893,11499,9078,8736,9337,11961,12203,12840,12506,12937,12991,32555,20681,8463,28030,25872,28615,29658,28516,24460,12172,30678,7682,9072,17868,5319,3679,2972,10819,9638,6873,33613
2018-08-04,6920,11584,6455,18352,17351,29478,44184,34323,22154,30758,81455,175301,15387,32747,54377,36415,19305,58440,16303,14766,9510,16808,28807,9153,3122,1992,9266,2561,3892,8651,9749,16026,25118,10328,5174,6408,10209,6061,6994,4086,8402,3273,6084,6518,2942,11167,9531,14064,2062,15873,16526,9398,28419,18113,26325,25997,4668,10675,40713,20974,20308,16564,20790,18646,21325,22523,32271,23779,22492,13703,18344,12643,9194,7473,5731,2401,4309,8522,7090,7806,7816,10444,10558,10682,10225,11435,9911,27146,14264,9064,12850,19822,28130,34790,26511,20008,9359,25884,6422,7194,14978,5943,3174,1929,7950,8132,5928,40553,6564,12251,6292,18073,15587,27123,46905,32187,21924,29233,83807,181025,16099,32272,54018,38808,21595,61658,15650,14380,9521,17739,26892,9557,3061,1655,9391,2428,3739,8363,9562,16943,26044,10139,4989,6430,10596,6288,6846,3869,7807,3257,5647,6648,2819,10403,9738,12990,2247,15164,15869,8840,27709,17474,26115,25923,4657,10259,42574,22258,22170,17417,20102,18230,19915,22008,31908,24134,23116,13938,17193,9950,9557,7385,5852,2342,4201,9243,7347,7020,7539,10315,9852,10809,9987,10585,9663,28247,14650,8962,13575,20898,27626,33000,27629,20397,8743,26017,5822,6006,15038,5977,3188,1948,8053,8287,5882,39086
2018-08-05,6474,11178,5682,15916,14102,26052,42418,29436,18743,28352,73465,181220,13189,29014,44743,28855,16036,54271,14068,12856,8218,14623,16499,8192,2703,1628,6867,2187,3407,6831,8310,12570,19964,8664,5487,5222,9970,4777,5972,3238,6602,2975,4922,5375,2535,11004,8307,12262,2004,13617,13636,7979,25026,15081,21839,22933,3872,9494,34762,16045,18168,14490,18171,16659,18722,19176,27592,21197,26445,12196,17637,11493,7966,7065,5298,2195,4198,7129,6307,6901,7130,9360,8627,9120,8710,9670,8863,25244,10843,8575,10417,14893,26409,30150,23121,19163,7481,19650,5417,6058,13185,5373,2799,1954,6800,6903,5124,38530,6319,10929,5537,16616,13363,23507,42318,28785,19701,27168,73169,167060,13508,28628,43911,30098,17549,53468,14669,13425,8939,13704,14854,8668,2786,1426,7697,2101,3528,7148,8149,12972,20656,8568,4988,5777,10338,5332,6378,3417,6792,3080,5138,5733,2561,10441,9037,12004,2171,13646,13919,7955,25821,15670,22240,24149,4145,8964,35463,16673,19643,15611,17020,17007,18258,20342,28955,22182,27164,12142,17098,8082,8317,7180,5391,2250,4050,7905,6874,6505,7001,9627,8491,9633,9034,9340,8485,25388,11631,8761,10524,15924,25245,29602,24395,20861,7753,21217,5401,5340,13829,5579,2877,1884,7511,7292,5223,37663
2018-08-06,8570,13151,7142,20951,23886,29929,40290,40042,25543,29961,70786,160715,19779,32078,47300,36555,22528,61336,18929,16630,14589,17479,28904,5747,3974,2545,12799,3211,4282,11474,13786,23631,40348,15330,6323,8042,10443,16677,15841,5200,8741,3349,7766,7693,5312,12086,10892,16400,2168,20807,14762,9626,25404,17594,32876,27075,9123,12167,37443,38624,21695,23899,26126,21782,25417,26353,34813,24172,29057,17030,23702,12879,9542,9226,5840,4918,5059,10208,8556,9090,9876,11644,12261,11958,11819,13671,13327,29841,17953,8361,25616,23346,25066,30604,25965,22645,12223,29535,7786,10020,15973,5074,3670,2910,11383,8823,7121,34830,8023,13132,7014,21422,21841,27452,43345,38978,26394,28832,70372,154389,20672,31593,47142,38440,23992,62630,19156,16600,15483,16777,26734,5901,4130,2065,13343,3098,3918,11344,13447,23968,42569,15344,6102,8406,10716,17294,15903,5055,8609,3110,8018,7824,5243,10439,11673,16378,2269,20562,15058,9354,25940,17821,33090,27101,9427,11690,37596,40311,22357,25205,24561,21048,24738,26832,36491,24816,30374,17017,22953,10820,9615,9224,5883,4875,4504,10975,9400,8321,9079,11789,11718,12306,11983,12343,12283,29952,18806,7875,26970,25027,25068,29492,27051,23048,12087,30866,7337,8645,17652,4555,3619,3013,11723,9410,6759,34305
2018-08-07,8615,13340,7452,21517,24621,31622,41668,41638,26336,30622,71725,155290,21969,32720,50472,39130,23560,63147,20323,17303,14673,17154,30340,7311,4136,2648,12992,3266,4174,11612,14735,24570,42197,15886,6373,8737,10504,17437,16675,5332,9039,3333,8163,7989,5498,12369,11158,16855,2183,21561,15469,10240,28270,18453,33934,29176,9414,12283,38728,40384,22268,24675,26643,22270,26404,27192,36177,25499,30264,17575,24385,12900,9709,9605,6070,5091,5162,10463,8530,9617,9893,11832,12572,12128,12188,14069,13942,30614,18561,8522,26570,23816,26800,32023,27222,23649,12650,30570,8113,10182,16761,5240,3893,2937,10978,9241,7366,35111,8161,13630,7326,21798,22508,28794,45403,40128,27039,29243,71149,154002,22595,32113,49759,40549,25303,65401,20510,17057,15290,17296,27952,7266,4234,2191,13568,2993,3945,11608,14188,25086,44602,15881,5953,8845,10803,18093,16482,5126,8986,3259,8095,8075,5469,10731,11791,16777,2372,21032,15739,9584,27975,18497,34188,29197,9465,11908,39351,41753,22884,26086,25324,21425,25427,27721,37591,26217,30816,17423,23557,11201,9978,9611,6175,4980,4614,11301,9390,8661,9179,11907,11765,12870,12293,12769,12932,30640,19784,7970,27924,25627,27022,30898,28054,24048,12333,31674,7623,8730,18122,4877,3923,2989,11192,9762,6967,33893
2018-08-08,8803,13004,7396,21245,24074,31056,41814,41629,26590,30292,72023,151462,21710,31613,49273,36797,22835,62316,19880,17480,14741,17544,29800,6583,4181,2685,13239,3332,4390,11807,14636,24299,41140,15657,6108,8599,13594,17325,16847,5534,9208,3561,8300,8122,5699,12552,11304,16831,2272,21308,15320,10309,26971,18197,33818,29004,9515,12153,38660,39647,22137,24270,25960,22003,26415,27119,35514,25779,30004,17244,23628,12712,9486,9690,5917,5099,5175,10619,8910,9363,10054,11673,12532,12018,11940,13967,13784,30235,18293,8310,26341,23491,25756,30668,26688,24094,12682,31098,8243,10096,17030,5710,3870,3051,11584,9254,7550,35088,8180,13418,7383,21546,21928,28044,45680,40137,27317,28836,72068,149726,22746,31200,49502,38578,24400,64955,20046,17168,15172,17910,27571,6361,4191,2100,13611,3068,4050,11675,14012,24629,43507,15644,5709,8595,14236,17733,16561,5236,8905,3322,8158,8228,5624,10626,11766,16514,2301,20948,15484,9755,26413,18009,33970,28823,9754,11802,39494,41730,22905,25528,24751,21207,25452,27335,36637,26432,30923,17297,23080,10912,9727,9411,5981,4929,4678,11495,9525,8449,9341,11654,11634,12501,11863,12476,12714,30942,19580,7942,27987,25239,26052,29343,27734,24659,12375,32679,7598,8621,18282,5223,3845,3159,11627,9796,7078,33575
2018-08-09,8838,13341,7317,21683,24267,31763,43018,42161,26818,30957,74216,161212,20955,32999,51432,38716,23564,63818,20008,17167,15231,17429,30199,6904,4220,2667,12868,3203,4394,11961,14631,24859,42523,16362,6462,8702,10608,17559,16679,5378,9084,3414,8136,8049,5584,12389,11338,17303,2326,22066,15442,10265,28783,18810,34389,30999,9568,12521,40411,40175,23112,24842,26932,22261,26621,27714,36052,25913,29977,17334,24339,13270,9626,9867,6088,5100,5254,11196,8588,9523,9832,11693,12665,12271,12176,14150,13989,31506,18594,8475,26564,23832,28326,32623,27132,24083,12953,30888,8245,10290,16934,5620,3835,2943,10942,9315,7428,35628,8305,13718,7230,21936,22148,28440,46550,40707,27260,29460,74934,159858,22093,32290,50679,40627,25344,65532,20165,16734,16200,17482,27917,7037,4267,2167,13469,3021,4035,11713,14161,25061,44994,15871,6217,8727,10913,18210,16557,5201,9004,3205,8060,8328,5366,10738,11972,16885,2482,21650,15792,9762,28428,18794,34544,30815,9699,11974,41037,42591,23834,26297,25635,21306,25739,27792,37371,26603,30878,17693,23236,11446,9736,9634,6045,4970,4753,11748,9309,8590,9045,11674,11816,12861,12305,12747,13028,32098,19894,8006,27992,25992,28211,31390,28300,24489,12575,32241,7615,8773,18233,5292,3807,3112,11099,9705,7162,34249
2018-08-10,9364,14308,7981,22876,24728,33551,47612,44112,27889,33491,84054,183663,21873,35798,55945,43064,25637,69743,21053,18344,16085,19247,31127,7051,4228,2843,13710,3397,4686,12634,15326,25607,43831,16563,7010,9113,12135,18136,17300,5738,9693,3668,8455,8414,5645,13002,12235,18146,2512,22964,17002,10775,31156,20369,35425,32817,9771,13391,44136,41663,28456,25819,28614,23243,27658,29472,38103,27767,31651,18658,25417,14871,10378,10042,6654,5419,5474,11612,8561,10082,10433,12696,13456,13260,12810,15394,14832,35346,20185,9040,26298,25585,29402,34976,30470,25351,13094,31838,8605,10716,17984,6125,4510,3074,11299,9847,7575,38873,8913,14980,7730,22803,22126,30645,51616,41565,28013,31524,86033,190171,23168,35071,56375,45288,27901,73950,21296,17722,16071,20735,28668,7109,4241,2186,13781,3033,4087,12419,14740,26368,47223,16229,6598,8749,12406,17979,16847,5383,9209,3434,7928,8450,5539,11110,12471,17410,2452,22092,17022,10099,30440,19770,35265,32267,9797,13017,45858,43957,30892,27441,27823,21857,26108,29119,38561,28616,32834,18971,24509,11796,10708,9758,6560,5284,4866,12333,9028,8863,9549,12263,12233,13559,12784,13569,13601,35921,21539,8701,28068,27630,29204,33322,31192,25839,12500,32420,8055,9084,18720,5564,4151,3098,11252,10105,7092,36846
2018-08-11,7278,15403,7516,18986,18682,32368,49662,36571,22837,32031,90514,189126,15921,34225,54103,36915,20151,59361,16388,14682,9747,14986,20956,9816,3280,2073,9273,2512,4455,8723,10194,16479,25207,10844,5267,6736,10972,6202,6923,4539,8398,3238,6062,6702,2395,11838,9740,14541,2041,16327,16634,9473,43591,19505,27608,26390,4854,12214,42670,20752,20311,17545,23063,19054,22446,23307,33035,24946,21062,14473,19065,12963,9755,7706,5975,2674,4316,12838,7155,8218,8280,10506,10870,10812,10605,12290,10081,31545,14084,10449,12539,20770,27293,36461,28106,20709,9753,25961,6609,7417,14902,5499,3775,2117,8433,8510,6410,42609,7049,16099,7197,19015,16931,31009,51259,34111,22600,30517,94611,189742,16202,34223,54392,39748,22557,61080,15944,14553,9630,16199,18767,10275,3157,1717,9499,2417,4215,8679,10032,16946,27120,10519,4902,6620,11721,6190,6963,4348,7734,3258,5610,6873,2505,11042,10134,13663,2191,15430,16383,8811,42564,19272,27367,26670,4925,11759,44035,22005,21969,18709,22274,18293,20754,22843,32899,25620,21157,14705,18465,10473,10084,7883,6052,2624,4072,13530,7413,7386,8029,10369,10267,11029,10265,11145,9719,32874,14947,10280,12986,21890,26951,35276,28842,21043,9145,26350,6285,6494,15197,5806,3366,2046,8620,8595,6320,41852
2018-08-12,6703,12066,6379,15810,14375,26059,41884,29141,18076,26968,81013,186916,13117,29563,43685,29003,16624,52165,12896,12065,7750,14669,15909,7461,2670,1699,7044,2115,3761,6736,8116,12452,19661,8213,5467,5362,9074,4590,5153,3278,6649,2729,4760,5537,2271,10810,7863,12118,1926,13312,13246,7793,35019,16379,21043,23490,3632,9902,35462,16345,17392,14175,18774,16125,18129,18935,27572,21954,16814,12109,17927,11614,8188,6557,4678,2271,3492,7643,5790,7156,7127,9027,8678,8829,8610,9554,8270,28625,10844,9113,10603,15410,24162,30750,23226,18187,7147,19755,5238,8710,12094,5014,3246,1482,6542,6934,5065,36792,6480,12136,6427,16094,13250,23468,42596,28201,18787,25481,81374,177907,13437,29625,42970,30030,18181,50879,13171,12581,8579,13601,14560,7759,2766,1500,7792,2060,3666,7065,8106,13003,20092,8387,4781,6027,9386,5056,5593,3390,6865,2859,4804,5997,2363,10186,8786,11746,2103,13140,13880,7701,34593,16503,21213,24519,4114,9136,36539,16912,18895,15064,17563,16316,17835,19958,28734,22476,17041,12343,17283,8591,8233,6676,4772,2187,3359,8408,6488,6672,6876,9091,8659,9327,8764,9381,7789,28928,11685,9167,10583,16299,23241,29678,24352,19612,7324,21188,5476,7568,13427,5087,2907,1466,7131,7364,5059,35777
2018-08-13,8616,14414,7211,21198,23738,30339,40320,40396,25987,30951,74790,165545,19983,31700,47705,37208,22813,63533,18705,16587,14437,17578,29549,5900,4034,2510,12814,3287,4277,11478,14096,23542,40905,15146,6309,8291,10619,16760,16039,5200,8679,3230,7587,7754,5410,12051,10799,16379,2146,20879,15196,9852,26622,17644,33214,28022,9184,12620,38762,38971,21710,23676,26676,21305,25595,26354,35005,25923,28085,16847,24026,13059,9365,9343,5922,5025,4947,10350,8240,9130,9687,11628,12342,11828,11754,13704,13630,34304,18182,7748,25903,24240,25425,31810,26763,22756,12197,29715,7848,12171,16028,5155,3649,2955,10909,8950,7175,36011,8160,14517,7163,21607,21884,27540,43883,39551,26637,29529,74694,161454,20967,31362,47438,38834,24093,64428,18941,16501,15422,17144,27310,5944,4144,2064,13468,3077,3875,11583,13605,24282,43062,14880,6143,8417,10824,17242,16003,5044,8535,3087,7752,7925,5260,10521,11506,16069,2348,20212,15724,9250,26710,17705,33190,28007,9549,12076,39444,40818,22387,24999,25036,20773,25080,26770,36051,26224,28768,16928,23007,11223,9672,9188,5856,4844,4455,10952,9040,8324,8889,11716,11587,12494,11876,12327,12667,34607,19210,7586,26943,25942,25469,30720,28070,23124,11984,31186,7351,10733,17549,4827,3574,3068,11176,9476,6765,35664
2018-08-14,8610,13993,7323,22472,24664,31901,40724,42046,26655,31256,73947,161000,21705,33529,49772,38745,23774,63602,19896,17116,14852,18315,30653,7067,4109,2591,13128,3199,4492,12035,15187,24895,43208,16375,6306,8871,10891,18691,17086,5408,9117,3276,8078,8184,5636,12117,11209,16874,2158,22228,15354,10304,27945,18674,35118,29278,9821,12686,40424,41307,23422,24936,26320,22282,26787,27358,36942,26655,29612,17788,24834,13176,9868,9766,5936,5166,5188,10710,8322,9305,9749,11778,12721,12534,11852,14131,13623,32138,19174,7769,26914,24655,27042,31031,27721,23671,12787,30495,8189,12224,15791,5688,3835,2979,10924,9021,7127,34893,8013,14603,7225,22621,22411,28786,44939,40781,27329,29749,73706,159006,22523,32846,49347,40224,25547,65606,20137,17096,15502,18012,28472,6979,4324,2120,13874,2986,4078,11992,14717,25582,45497,15971,6207,9034,10986,19046,16655,5348,8871,3114,8039,8345,5748,10317,12140,16611,2378,21724,15727,9580,27804,18524,35105,29359,9893,12304,41513,42731,24191,26327,25179,21291,26166,27921,37938,27170,30282,17855,23770,11473,9900,9686,5935,5024,4549,11577,9042,8461,9042,12056,12036,12886,12107,12834,12630,32127,20010,7537,28146,26508,27134,29544,28770,24088,12628,31829,7578,10778,17377,5405,3908,3098,11066,9673,6791,33679
2018-08-15,8716,14156,7466,22254,24901,32166,41259,42071,26821,31383,76632,162259,21829,33141,51067,39238,24080,64461,19510,17457,14682,18570,33983,6958,4203,2697,13589,3267,4570,11875,14971,24679,42915,16351,6455,8860,10767,17531,16627,5348,9097,3415,8423,8231,5787,12179,11240,16766,2170,21355,15691,10373,28156,18849,34620,30178,9347,12920,40743,40814,25562,25235,27144,22153,26799,27349,35994,26555,29344,17776,24478,13125,9818,9691,6037,5169,5293,10719,8434,9615,9899,11930,12630,12416,12203,14344,13624,31751,19197,8279,26026,24511,26802,32861,28393,24287,12650,31382,8109,12464,16700,5915,3813,3108,11160,9370,7533,36309,8191,14906,7336,22348,22626,29092,44816,40641,27462,30062,75894,159966,23075,32511,50711,41277,26238,66739,19830,17089,15428,18288,31645,6841,4306,2222,14243,2935,4156,11829,14421,25358,45189,16169,6223,8855,10953,18149,16668,5252,8977,3284,8235,8319,5627,10619,11881,16664,2432,20751,15787,9895,27786,18490,34957,30299,9479,12476,41524,42807,26209,26582,25792,21467,26113,27508,37151,27076,30484,17677,23689,11389,10008,9630,6019,5029,4603,11354,9100,8684,9164,11958,11850,12807,12283,13102,12613,32683,20173,8146,27596,26646,27038,30940,29205,24901,12356,32806,7570,11039,17948,5337,3826,3133,11350,9841,7081,34890
2018-08-16,8841,14578,7432,22449,24775,32263,41182,42107,26864,31718,76878,167171,21525,33954,52219,39588,24539,65990,19691,17106,15053,18775,34796,7254,4164,2692,13253,3243,4568,11992,15099,25792,43131,16266,6568,8656,10785,17444,16658,5484,9120,3539,8115,8229,5573,12488,11196,17039,2267,21897,15782,10238,28356,19188,34153,30645,9369,12478,41646,41100,22743,25009,27181,22419,26781,27597,36779,26770,29032,17556,24637,13453,9703,9839,6272,5119,5290,11347,8837,9661,10128,11871,12860,12441,12344,14360,14038,45672,19125,8221,26717,24280,27028,33395,27874,24182,12654,31532,8163,12449,16346,5730,3907,3062,11107,9053,7552,36684,8404,14914,7256,22539,22605,29051,45080,40578,27520,30326,76592,166625,22565,33230,52011,41566,26334,68412,19975,16913,15932,18675,32637,7323,4295,2144,13814,2927,4144,11740,14635,26255,45338,16046,6465,8602,11090,18102,16654,5187,9023,3411,8032,8284,5511,10672,11934,16587,2447,21411,15845,9734,28120,18882,34207,30649,9619,12297,42330,43028,23921,26428,25996,21408,25981,27864,37707,27143,30106,17622,23680,11367,9925,9563,6227,5041,4699,12028,9629,8655,9310,11919,12059,12792,12381,12910,13042,45766,20129,7990,28250,26212,27120,31929,29137,24290,12423,32687,7577,11112,17642,5302,3895,3098,11184,9491,7095,35505
2018-08-17,9279,15315,7828,22586,24873,33532,46781,43745,27609,32597,83239,189760,22654,35621,58108,43246,26242,73823,20517,18296,15886,21593,36247,7594,4048,2754,13492,3312,4775,12467,15740,26575,43788,16712,7371,8837,12152,18300,17645,5733,10042,3674,8492,8624,5902,12895,11860,17776,2478,22942,16362,10943,30787,20435,35139,31977,9881,14215,44666,42252,23733,25717,27947,23067,28057,28404,37537,28289,30153,18449,25321,14932,10032,10323,6301,5342,5381,11262,8154,10107,10145,12352,13312,12985,12801,14909,13737,49127,20225,8230,26130,25427,27847,33134,29508,24816,13012,31324,8481,12599,17620,6333,3950,3091,11057,9373,7594,37733,8580,15865,7555,22582,22092,30669,51060,41121,27559,31275,85015,198290,23298,34953,58286,46486,28666,77707,20606,17810,16010,22979,33076,7445,4194,2172,13534,2899,4228,12354,15172,27239,47013,16453,6879,8501,12718,18071,16633,5397,9603,3467,8262,8643,5587,11169,12319,17119,2570,22063,16290,10121,30061,19975,35122,31282,9848,14007,46493,44561,24487,27369,26727,21969,26450,28287,37972,29025,31089,18780,24417,11938,10241,9969,6471,5076,4843,11847,8499,8873,9431,12218,12153,13300,12468,13361,12766,49492,21740,8022,27683,27399,27884,31548,29993,25163,12342,31804,7532,11048,18291,5740,3851,3148,11112,9702,7087,35763
2018-08-18,6928,13040,7252,18472,18173,30647,43293,35579,22217,30871,90800,193065,16873,34103,55310,36770,20432,62343,15876,15194,9710,17012,26606,9349,3227,1958,9127,2471,4853,9081,11373,17652,25726,11785,5391,6968,10715,6340,6921,4117,8406,3016,6269,6870,2467,11130,9461,14122,2095,16821,15665,9485,31433,18297,27521,27007,5490,20860,42229,21309,14922,17317,21367,18994,21560,23124,33217,24252,20774,14266,19273,16743,11169,8247,6130,2633,4483,12104,6881,8463,8695,11018,10846,10960,10705,12524,9284,50172,14153,9321,12467,23375,27901,35512,28103,21365,9536,24713,6731,9972,14851,5924,3350,1948,8769,8707,7440,40878,6737,13673,7051,18462,16476,28563,44594,34123,22378,29392,92732,191633,17078,34135,55300,39280,23250,63856,15388,15045,9828,17579,24236,9716,3153,1654,9118,2404,4689,8822,11134,18441,26949,11459,5142,6995,11017,6463,6852,3961,7997,3197,5834,6901,2531,10625,9722,13262,2219,16211,15401,8700,30619,17616,27236,27255,5616,23715,43876,22312,15715,18071,20548,18845,20372,23262,32837,24925,21067,14887,18259,14126,11619,8465,6172,2644,4228,12875,7110,7923,8487,10904,10192,11282,10377,11824,9113,50732,15042,9414,13072,24653,27702,34085,28929,21935,9125,25248,6172,8909,15575,6195,3277,1898,9156,8730,7359,39772
2018-08-19,6193,11571,5783,14969,14055,25643,37962,29074,17977,26552,76620,185680,14798,28654,45046,28533,16934,54128,13603,12348,7867,14966,18756,8615,2794,1619,7045,2114,4147,7083,8601,14890,19270,8550,5467,5769,9053,4806,5767,3269,6674,2986,4839,5479,2303,11673,7778,12318,2010,13322,13761,7920,24957,15443,20820,23284,3846,12651,34728,16208,12187,13731,17889,16792,17924,18983,27380,21041,16996,12078,17727,11847,8033,6616,5050,2163,3337,7241,5945,6832,7048,9069,8612,8874,8391,9835,8823,41760,11059,8483,11263,15776,24145,29834,23340,19411,7453,19605,5431,6253,12253,5493,2679,1606,6905,6478,5909,36630,6019,11697,5834,15400,13146,23006,38672,28369,18648,25774,75908,179394,15194,28546,44344,29813,18213,52440,14000,12702,8488,14713,17304,9083,2825,1432,7408,2050,4102,7088,8283,15334,19940,8450,5079,6224,9292,5252,6280,3523,6616,3064,4948,5829,2227,10962,8805,11970,2146,13120,14174,7786,25316,15868,21080,24064,4082,12748,35499,16751,12935,14631,16404,17010,17509,19947,28750,21381,17444,12204,16675,9145,8322,6605,5364,2209,3220,7921,6415,6487,6815,9274,8428,9225,8418,9377,8387,42218,11863,8465,11284,16120,23293,28641,24550,20555,7435,21043,5298,5409,13226,5367,2737,1606,7400,6872,5783,35790
2018-08-20,8411,14265,7133,20633,23641,30204,39509,39999,25411,29461,74425,163516,19664,32134,47002,35994,22549,62755,18362,16410,14653,17308,28892,5885,3852,2572,12648,3105,4277,11484,14094,24351,40956,15230,6227,8128,10085,16411,15779,5115,8602,3217,7839,7561,5273,11462,10924,16196,2321,20695,15848,9785,26371,17403,32241,27042,8766,12449,37091,38700,21436,23574,26282,21546,25657,25780,34745,24419,28114,16848,23580,12791,9285,9403,5772,4876,4993,10172,7294,9200,9628,11401,12233,11695,11670,13678,13439,40450,17949,7347,25671,24230,24837,31263,25531,22727,12105,29568,7663,9806,15706,5264,3555,3015,10678,9015,7085,35242,7846,14393,6920,20874,21649,27600,42573,38928,26168,28515,73746,158585,20621,31677,46884,38137,23994,63677,18767,16230,15303,16910,26785,5810,3962,2156,13525,2917,3983,11501,13461,25134,43406,15123,6138,8199,10207,17207,15791,4874,8428,3113,7892,7655,5162,10101,11493,15998,2444,20253,16022,9351,26484,17654,32221,27123,8997,11896,37517,40338,22174,24697,24938,21046,24783,26313,36045,25159,28731,16921,22904,10861,9630,9231,5812,4872,4449,10646,8144,8389,8964,11418,11497,12114,11897,12338,12416,40554,18896,7170,26942,25930,25014,29841,26841,23107,11943,31303,7215,8446,17090,4816,3563,3203,10921,9509,6723,34800
