date,BL01start,BL02start,BL03start,BL04start,BL05start,BL06start,BL07start,BL08start,BL09start,BL10start,BL11start,BL12start,BL13start,BL14start,BL15start,BL16start,BL17start,BL18start,BL19start,BL20start,BL21start,BL22start,BL23start,BR01start,BR02start,BR03start,BR04start,BR05start,BR06start,BR07start,BR08start,BR09start,BR11start,BR12start,BR13start,BR14start,BR15start,BR16start,BR17start,BR18start,BR19start,BR20start,BR21start,BR22start,BR23start,G01start,G02start,G03start,G03Astart,G04start,G05start,G06start,G07start,G08start,G09start,G10start,G11start,G13start,G14start,G15start,G17start,G18start,G19start,O01start,O02start,O03start,O04start,O06start,O09start,O10start,O11start,O12start,O13start,O14start,O15start,O16start,O17start,O18start,O19start,O20start,O21start,OO50start,OO51start,OO52start,OO53start,OO54start,R02start,R03start,R04start,R06start,R09start,R12start,R14start,R15start,R16start,R17start,R18start,R19start,R20start,R21start,R22start,R22Astart,R23start,R24start,R25start,R26start,R27start,R28start,BL01end,BL02end,BL03end,BL04end,BL05end,BL06end,BL07end,BL08end,BL09end,BL10end,BL11end,BL12end,BL13end,BL14end,BL15end,BL16end,BL17end,BL18end,BL19end,BL20end,BL21end,BL22end,BL23end,BR01end,BR02end,BR03end,BR04end,BR05end,BR06end,BR07end,BR08end,BR09end,BR11end,BR12end,BR13end,BR14end,BR15end,BR16end,BR17end,BR18end,BR19end,BR20end,BR21end,BR22end,BR23end,G01end,G02end,G03end,G03Aend,G04end,G05end,G06end,G07end,G08end,G09end,G10end,G11end,G13end,G14end,G15end,G17end,G18end,G19end,O01end,O02end,O03end,O04end,O06end,O09end,O10end,O11end,O12end,O13end,O14end,O15end,O16end,O17end,O18end,O19end,O20end,O21end,OO50end,OO51end,OO52end,OO53end,OO54end,R02end,R03end,R04end,R06end,R09end,R12end,R14end,R15end,R16end,R17end,R18end,R19end,R20end,R21end,R22end,R22Aend,R23end,R24end,R25end,R26end,R27end,R28end
2017-02-28,5667,9461,5368,15066,14288,23899,37062,27786,17988,26729,74442,194766,10185,27648,43729,29898,16855,48410,12413,12056,8378,13931,14889,7326,2488,1568,7472,2014,3147,7114,8287,11973,18204,8724,5418,5078,9106,4965,5580,3455,6347,2885,4860,7961,2120,10334,7949,11620,1731,12701,11839,7330,25007,14270,19493,18377,3582,9424,33340,16932,12288,13469,15730,16848,18174,19596,27690,18761,17235,10992,16443,10892,8460,7555,6597,2092,3411,7217,6214,6513,6379,9276,8899,8961,9404,9344,7148,23988,10337,5488,11915,14849,21457,30628,21200,16800,8995,21125,5205,5692,13207,8823,2583,2093,7235,7082,4485,34808,5284,9261,5227,15044,12991,21934,35084,27564,18263,25738,73672,160055,10999,28380,43868,31344,18979,47436,12759,12787,9119,11913,13376,8488,2582,1343,9918,2020,3376,7271,8722,12807,19379,8499,4403,6424,9717,5810,6154,3830,6536,2908,4953,8747,2129,9683,8668,11877,1859,12906,13199,7614,28373,15442,20485,19447,4041,9464,33814,17986,13162,14600,14512,17059,17504,20320,28967,19764,18112,11472,15446,7717,8639,7529,7481,2066,3257,7628,8240,6667,6545,9079,8609,9145,9243,8432,6774,24769,11109,5620,12119,15684,20810,31269,23536,17704,8956,23430,5139,4716,14967,8626,2517,2304,8403,7470,4714,40736
2017-03-01,7738,11621,7217,21563,22768,29422,35438,41654,25907,29355,62022,148574,22194,32313,42509,34362,20258,53981,19989,17003,14303,15536,28016,5866,4469,2576,15045,3239,4244,12114,15828,25796,37325,16009,5719,10397,9665,17944,15435,5867,8186,3324,8195,9090,4790,12610,11003,16933,2223,21881,16719,9688,27545,17847,32904,29190,9872,11949,34125,38780,23066,22492,23401,22287,25755,26991,35727,22916,27157,17393,25964,13571,9117,10319,7131,4711,5054,10880,12723,9183,10102,11947,12743,12137,12727,13139,11820,24621,17032,7682,25579,22019,25381,34371,28765,23330,13766,31651,8030,9816,17702,6362,3582,3007,13844,9581,7281,36280,7287,12085,6984,21984,20681,26620,38399,40150,26715,28090,61637,139284,23717,32004,42533,35875,21436,55573,20214,16853,15183,14825,26581,6256,4643,2113,16193,2982,3750,11793,15627,25885,39599,15726,5431,10893,9616,18928,15686,5544,7955,3077,8513,9359,4555,10910,11843,16852,2208,21533,17110,9169,28385,18235,33190,29165,10509,11215,34658,40067,23980,23328,22306,21481,25151,27414,37292,23794,28650,17568,24721,11668,9475,9926,7070,4425,4399,11839,14321,8324,9406,12003,12124,12506,13082,12009,10192,25238,17808,7153,27182,23462,25598,33932,28909,23465,13155,33278,7509,8599,19247,5708,3565,3230,14461,9975,6912,37547
2017-03-02,7691,11642,6894,21475,22399,29190,34792,41252,25764,28572,62132,133982,22080,33426,44274,35582,21887,55798,20822,17023,14442,15797,28298,5775,4560,2528,15111,3151,4218,12149,15909,26387,38672,16392,5395,10498,10001,18409,15812,5848,8061,3272,8354,8748,4932,12458,10902,16772,2188,21842,16541,9657,28450,18389,33191,29938,10120,10927,34845,39241,23532,22532,23735,21856,25576,26685,35904,23494,27759,17523,26188,13242,9032,10174,6462,4755,4915,10695,12926,9045,9891,11720,12887,11669,12589,12821,11374,25745,17133,7756,24424,21834,24246,35449,28403,23400,13549,31624,7923,9995,17665,6617,3608,3016,13538,9637,7088,36258,7198,12362,6716,21863,20489,26565,38012,39878,26409,27191,62131,132338,23433,32823,44848,37342,23040,57425,21128,16659,15354,15424,26843,5810,4588,2123,15949,2988,3870,11769,15469,26422,40462,15846,5174,10788,9973,19547,15813,5601,8006,3022,8580,9062,4578,10924,11613,16683,2284,21192,16614,9241,27683,18158,33040,29309,10483,9996,35253,40645,24124,23576,22664,21079,25061,27212,37077,24226,28840,17745,24969,11784,9260,10161,6212,4549,4245,11607,13989,8275,9271,12047,12202,12206,12984,11718,10107,26051,17822,7363,26014,23395,24870,34800,28135,23605,12874,32705,7370,8671,19391,5980,3573,3107,13906,9996,6795,35104
2017-03-03,8280,12431,7445,22322,23779,31779,39519,43615,26941,31447,73761,159832,23848,36568,49846,39832,24730,62327,21793,18277,15972,17334,30057,6858,4732,2689,18141,3388,4433,12809,16793,27977,40611,16883,6121,11425,11717,19223,16858,6564,8811,3743,9476,9753,4997,13707,11565,18203,2432,23462,17849,10296,33144,20970,35369,32832,10656,12273,39658,40515,24172,23637,25676,22986,27284,28420,38171,26604,29672,18702,27748,15852,9873,10584,7124,5125,5374,11126,14748,10035,10627,12435,13388,12760,13335,13588,12367,28406,18278,8663,25529,23230,27037,41266,31933,25101,14021,33551,8445,10638,19823,7484,3759,3131,14568,10323,7875,43192,7855,13425,7228,23021,20982,29104,42479,41436,27626,29801,75895,167786,25785,36200,51443,42634,26689,65457,21618,17930,16431,17753,28725,6526,4590,2230,16917,3074,3903,12354,16243,28827,43374,16482,5677,10781,11374,19516,16656,5866,8628,3387,9038,10107,4834,11897,12332,17405,2346,22694,17669,9737,31587,20721,34882,32471,10897,10887,41247,42726,25536,25420,24931,22092,26294,28836,39357,27119,31273,19110,26407,12322,10327,10398,6888,4857,4783,12449,14802,8860,9778,12695,12796,13075,13928,12583,10924,29012,19714,8374,27607,25043,27529,39540,30702,25259,13456,34303,7692,9290,20568,6815,3617,3131,14188,10433,6870,38166
2017-03-04,6359,10775,6475,18691,16693,31020,38093,35117,22904,31130,84469,173399,15552,37221,52260,37975,22695,54189,16717,15473,10084,13186,19931,10692,4108,2096,12583,2856,4823,9577,11946,17405,24838,11899,4394,8457,10867,6861,8188,4609,8558,4198,6837,9061,2234,13692,10178,15787,3204,17640,17844,9421,37261,20830,29948,29634,5168,12225,40831,22155,22542,16835,23158,20088,22530,24837,34079,25381,21527,14187,20398,12498,9820,9049,7743,2537,4444,9805,10469,8446,8340,11085,10715,11319,11418,11232,10232,27031,14022,12022,15016,19284,28109,45294,29805,21833,10862,28057,6740,7317,17144,9218,3173,2038,9545,9257,6309,49554,6024,11542,6259,18291,14789,29126,39866,33049,22704,29991,87228,178377,16173,37643,54175,40516,25450,55129,16006,15411,10079,13415,17916,11145,3847,1782,12314,2743,4521,9190,11503,18380,25878,11678,4031,8335,11170,6877,8220,4475,7926,4225,6499,9543,2191,12985,10054,14624,3310,17114,17340,8764,36562,20315,29823,29686,5694,11251,43156,23819,24053,17215,22237,19303,21101,24440,33816,25971,22280,14383,19161,9813,9927,8832,7916,2578,4249,10794,10489,7691,7971,10961,10229,11354,11276,10446,10185,27834,14600,12144,16135,20449,28539,44047,30275,21962,10381,28329,6210,6133,17339,9147,3202,2096,9780,9073,6047,47135
2017-03-05,6251,10811,6043,16907,13555,26237,36640,30199,19820,28753,71939,172702,13390,30240,42059,29204,18444,46809,14243,13598,8325,12462,17819,11381,3267,1929,8548,2505,3716,7835,9580,15537,19642,9863,4717,7149,12410,5967,6127,3825,7145,4585,5906,8120,2271,13470,8607,12659,2040,15201,15093,7987,36283,17589,23456,28732,4290,10863,33844,17232,20313,14023,18856,17358,19672,21319,29236,21754,18944,11972,19199,11393,8402,7385,7447,2397,4409,9071,8170,7471,7442,10278,9639,9664,10447,10920,9541,22433,10480,12275,11341,14332,27346,36830,24880,19095,8643,23163,6011,6456,15166,8568,2931,1925,8596,8313,5777,50221,5729,10846,5860,16570,12404,23490,37047,29060,19927,27226,72097,169422,14171,30545,42083,30502,20496,45382,14043,13870,8730,11796,15978,12531,3208,1625,10616,2387,3594,7584,9273,15956,20071,9557,4366,7659,12621,6640,6030,4106,6791,4734,5744,8863,2208,12437,8909,12292,2214,14830,15496,7795,37785,17432,23505,29706,4726,9764,34977,17997,21199,14758,17903,17046,18636,21347,29912,22122,19514,12183,18086,8230,8559,7285,7328,2274,4090,9692,9351,6987,7366,10106,9167,9624,10181,10309,9449,22275,10661,12839,11602,14917,26874,37861,25245,19797,8388,24314,5774,5411,16403,8418,2990,1998,9548,8463,5804,51736
2017-03-06,7784,11502,7126,21491,23004,29273,36036,42002,25755,29439,64383,141778,22301,31711,42945,35013,20595,56360,20006,17393,14476,16136,29447,4855,4620,2529,15196,3207,4298,12505,15867,25957,39276,16723,5365,10299,10267,18039,16163,5805,8220,3086,8571,8549,4966,12500,11064,16809,2247,21841,16478,9567,27700,17959,33264,28185,10525,10638,35368,40539,23421,22986,24225,22216,26551,27274,36721,24078,28404,18374,26271,13681,9574,10571,6568,4879,5044,10682,12659,9423,10044,12244,13006,12153,12598,13248,11388,27156,17088,7514,25703,22580,24198,34608,27872,22858,13899,31519,8114,9757,17400,6132,3471,2929,13176,9515,7037,34301,7256,11836,6901,22006,20888,26230,39192,40680,26671,27809,64231,137768,23947,31202,43402,36619,21562,57862,20394,17269,15315,15225,27750,5176,4757,2106,16181,3074,3949,12059,15735,25929,41128,16447,5363,10840,10160,19369,16264,5549,7956,2949,8961,8611,4864,10876,11669,16747,2234,21476,16938,9082,27632,17867,33283,28045,10928,10422,35696,41966,24568,23974,23071,21400,25951,27476,37921,24676,29382,18256,25327,11674,9645,10136,6357,4659,4281,11474,14115,8508,9165,12231,12319,12519,12988,12029,9723,27354,18206,6944,27082,24063,24327,33932,28058,23007,13180,33012,7443,8483,19057,5435,3401,3100,13860,9832,6728,35481
2017-03-07,7773,11579,7020,21740,23012,30114,36109,42423,26119,28843,65166,139232,24691,32782,46544,36393,21517,57675,21129,17340,14493,16607,32161,5770,4592,2511,15649,3277,4325,12617,17065,27550,40493,17140,5218,10609,10296,18957,16739,5831,8338,3196,8788,8689,5561,12339,10964,17115,2202,22245,16944,9963,29088,18320,34455,30398,10655,10999,36854,41237,24801,23431,23862,22118,26081,27268,36539,25263,29193,18732,26499,13719,9361,10222,6708,4959,5078,10804,13104,9242,9902,12072,12849,12141,12842,13165,11443,31425,17866,7690,26561,23449,24910,34119,28615,23772,14079,31996,8162,10062,17571,6555,3579,2984,14195,9641,7207,34880,7315,12290,6918,22271,20977,27435,40113,41098,27010,27681,64203,139513,24975,31443,46531,37539,22412,58345,21530,17360,15448,16514,30720,5882,4802,2126,16791,3082,4193,12165,16502,27150,41601,16627,5184,10747,10120,19494,16665,5663,8429,3046,9170,8931,4726,10807,11845,17057,2421,22055,17065,9763,27980,18420,34367,29891,10715,10299,37278,41458,25351,24332,22822,21785,26224,28176,38720,25626,30003,18863,25165,12169,9995,10474,6555,4630,4309,11988,14195,8579,9363,12664,12532,12914,13251,12259,9820,30517,18656,7401,27526,24991,25680,33225,28333,23586,13410,33353,7649,8752,19391,6049,3578,3238,14230,10195,6885,34600
2017-03-08,7965,11646,7274,22007,23453,30629,37417,43208,26997,30413,68472,142988,24432,33222,49154,38073,22355,60232,21314,17798,15000,17329,33413,5308,4179,2587,16011,3344,4411,12517,17083,27506,41038,17132,5383,10975,11212,19066,16810,6034,8598,3338,9131,8695,5364,12600,11442,17798,2335,22719,17245,10146,29555,19092,34922,31506,10612,11100,39167,41784,24782,24093,24625,22698,26696,27971,37535,26015,29476,19176,26871,13905,9743,10697,6637,5076,5087,10963,13258,9495,10108,12366,13101,12517,13114,13292,11688,33383,18383,7915,26099,22875,25726,36376,29777,24919,13874,32444,8220,9931,17875,6672,3816,3029,13808,9891,7340,35684,7471,12365,7043,22271,21217,27586,40635,41816,27557,28657,68269,143450,25998,32833,49996,39827,23547,61157,21558,17662,15845,17017,32016,5337,4522,2092,16703,3062,3894,12231,16645,27559,43210,16846,5227,10956,11181,19916,16884,5719,8438,3137,9190,8905,4864,11019,11915,17375,2383,22280,17198,9521,29179,18789,34905,31236,10848,10719,39743,43448,25688,25325,23380,21969,26118,28274,38783,26548,30825,19108,25876,12242,10097,10418,6365,4781,4357,11966,14370,8630,9370,12495,12295,12959,13448,12148,10243,33446,19164,7436,27676,24514,26098,35497,29699,25035,13195,33701,7659,8556,19440,6129,3766,3237,14331,10197,6953,34882
2017-03-09,7914,11794,7018,21771,23419,30282,36590,42726,26494,29918,67969,144195,24256,33889,48247,38016,22187,59313,21650,17587,14883,17899,33882,6249,4176,2638,16020,3386,4422,12618,16910,28220,41731,17254,5475,10827,11218,19032,16557,5954,8648,3264,8880,8696,5451,12637,11108,17373,2386,22678,16887,9994,30090,19294,34950,32219,10532,11082,38297,42055,24854,23687,24689,22502,26584,27456,37191,26332,29009,18843,26919,14062,9461,10554,6723,4993,5105,10934,13184,9493,10037,12049,12930,12149,12975,13219,11830,32822,18284,8118,25644,22927,25183,36862,29505,23913,13793,32319,8192,10062,18097,6942,3706,2967,13796,9905,7393,36780,7464,12486,6948,22232,21248,27401,40443,41103,27105,28504,67648,145514,25354,32838,48776,39543,23450,60760,21669,17569,15753,17427,32731,6235,4398,2206,16361,3146,4107,12311,16436,28211,43181,16797,5357,10745,11158,19747,16504,5712,8433,3047,9181,8851,4853,11256,11938,17055,2478,22215,17053,9686,29167,19367,34962,31490,10917,10608,38891,43100,25671,24698,23493,21684,26253,28013,38656,26826,30170,18791,26172,12267,9870,10531,6438,4678,4325,11937,14147,8713,9461,12411,12405,13006,13301,12182,10575,32519,18945,7816,26731,24356,25945,35524,29479,23850,13268,33345,7630,8776,19681,6200,3692,3077,14143,10233,6949,36122
2017-03-10,8394,12447,7583,23007,24111,32541,42901,45819,27875,31232,77907,172772,26504,37544,56026,42880,24947,68501,23030,18852,16018,19975,35167,6050,4649,2588,17621,3536,4740,13853,18074,29215,43542,18263,6445,11657,12101,20476,17630,6801,9326,3426,9914,9341,5841,13503,12170,19226,2587,24708,18803,10879,35620,21689,37635,34525,10922,12680,43445,44298,26589,25372,25510,23433,28313,29477,40037,28455,31690,20313,28990,16568,10528,11615,7221,5241,5540,11240,14489,10395,10761,13141,14203,13353,13196,14089,11996,35091,19519,8363,26608,24120,27207,38752,32150,25268,14454,33921,8875,10638,19037,7420,3891,3205,14596,10214,8202,41094,7999,13579,7554,23880,21641,30150,46661,43737,28893,29730,79655,184322,27670,36774,56055,45888,26595,70534,23020,18879,16809,20015,34108,5420,4596,2155,16871,3219,4491,13550,17549,29823,45958,18134,5840,11119,12168,20368,17087,6222,9346,3166,9550,9515,5256,11768,12935,18295,2572,23908,18620,10683,33006,21060,37136,33750,11077,11632,44722,46044,27535,27030,24865,23071,28035,30233,41653,29151,33145,20704,27883,13197,11041,11146,6932,4871,4650,12543,14656,9223,9906,13345,13588,14087,13910,13160,10633,34719,20920,8045,28629,25949,27981,36395,31238,25452,13790,34175,8111,9066,19979,6835,3751,3201,13898,10292,6777,36037
2017-03-11,6723,11408,6620,19349,17855,32536,40515,36670,23367,33498,91054,186257,16231,36981,55862,40413,20071,57658,17392,15787,10178,15542,27569,9519,3458,2182,10987,2729,4069,10534,12047,19576,25466,12095,4625,9962,12974,6819,7697,4703,8525,3706,6856,7852,2315,13736,10400,15244,2211,17658,15604,9393,48635,22430,31404,30384,5318,12012,42928,22790,15885,17191,23600,21393,22976,25009,35156,27025,23120,15163,21171,13010,10565,9383,7268,3066,4631,9966,10177,8948,8570,11589,10971,11583,11596,11861,10143,35170,14780,13775,15668,20703,28641,45801,31266,22692,10604,27948,6768,7891,17281,8781,3597,2127,9810,9662,6431,49294,6304,12021,6552,18834,15974,30663,42619,34339,22912,32066,95513,192697,17179,37002,57602,43260,22691,59906,16711,15913,10097,15062,26126,10095,3336,1726,10704,2637,3875,9924,11594,20410,27825,12061,4339,9838,13369,6905,7640,4462,7832,3894,6277,7838,2185,12511,10411,14060,2503,17024,15343,8914,47591,21546,30754,30824,5761,11372,45536,24530,17032,18108,22351,20705,21805,24572,34650,27638,24338,15505,19822,10061,10641,9019,7247,2834,4253,10606,10088,7944,8317,11266,10427,11554,11058,10817,9458,35341,15503,13869,16451,21837,28899,44657,31634,22769,10141,28050,6262,6591,17571,8879,3423,2108,9867,9694,6152,46782
2017-03-12,6275,10874,6126,16892,14274,27630,38478,30909,19838,31408,78312,186587,15036,31166,44190,31159,17370,54631,13992,13466,8774,13902,20684,12302,3466,1959,7858,2456,3809,7850,10446,14234,19446,9604,4616,7012,10872,5424,6626,3971,7420,4203,5834,6839,2028,13876,9047,13073,2169,14637,13354,8008,43094,17815,24003,26213,4020,10480,35998,17958,12517,14112,19537,18072,19914,21277,30300,23342,19976,12050,20517,11981,8768,7555,6841,2698,3798,8573,7552,7255,7437,10122,9441,9788,10078,10136,10377,28395,10986,14213,11733,15043,27995,38868,26441,19542,8065,22741,5880,6619,15518,7959,3010,2059,8868,8320,6262,52494,5928,10639,5856,16662,13059,24768,38626,29637,19998,29874,78482,182517,15352,31249,44135,31721,19324,54229,13947,13891,9229,13383,19293,13420,3235,1668,9860,2448,3942,7896,10094,14639,19866,9295,4580,7749,10945,6131,6841,4090,7159,4241,5892,7203,2096,12731,9281,12808,2266,14720,13881,7969,44819,17853,24035,26858,4495,9904,37056,18814,13309,14954,17771,17659,18752,21578,30871,23645,20829,12274,19215,8223,8648,7214,6970,2609,3491,9099,8802,6968,7341,9943,9159,9873,9799,9478,9912,27711,11506,14775,11735,15710,27431,39798,27009,20250,7895,23911,5817,5800,16389,7789,2993,2122,9853,8534,6302,54723
2017-03-13,7973,11799,7111,21506,23240,29558,37238,41884,25907,30248,65610,148386,22170,32085,45141,36097,20996,58626,20243,17344,14651,15934,28223,5126,4458,2465,15198,3217,4382,12426,16301,26394,39739,16566,5487,10365,9667,18104,16050,5729,8290,2993,8424,8364,5227,12681,11171,16936,2295,22041,16586,9817,29063,18275,33882,28482,10401,11022,35918,40367,24055,23299,24233,22234,26373,27222,36683,24482,28990,18117,26419,14161,9675,10657,6431,4792,5009,10865,12623,9424,10111,12261,12935,12128,12660,13284,11578,27323,17459,7752,25666,23068,24389,35130,28253,23176,13661,31526,8150,9892,17232,6078,3612,2987,13387,9701,7411,35597,7300,12187,7004,21932,21114,26793,40201,40838,26777,28696,65019,144123,23246,31415,45446,37105,21906,59509,20588,17413,15541,15271,26694,5352,4708,2076,16196,3002,4228,11984,15919,26585,41378,16244,5398,10747,9641,19256,16210,5505,8290,2872,8779,8437,4761,10982,12086,16855,2278,21651,16983,9554,29017,18357,34151,27955,10779,10605,36129,41434,24795,24427,23041,21605,26146,27755,38427,24961,30035,18214,25272,12277,9822,10523,6279,4589,4207,11627,14116,8607,9422,12502,12459,12642,13094,12084,10035,27361,18331,7194,27001,24271,24614,34376,28654,23234,12955,33120,7586,8588,18825,5541,3581,3192,13972,10194,6972,37003
2017-03-14,7979,11543,7146,21810,23636,30870,37582,43071,26464,30488,67393,138351,23960,32961,46431,36635,21665,58488,20986,17572,14909,16141,28649,5745,4598,2530,15620,3384,4476,12726,16831,27274,41226,17040,5267,10479,10227,18743,16600,5842,8486,3170,8559,8564,5199,12685,11345,17417,2323,22422,17235,9839,29568,19299,34822,30203,10835,10842,37456,40517,25375,23366,24734,22830,26889,27938,37731,25738,29172,18775,26942,13968,9953,10922,6565,4982,5265,11029,13153,9393,9997,12576,13425,12421,12908,13512,11969,29531,17951,7841,25862,23032,25248,36763,29040,24059,13887,32044,8230,10357,17689,6831,3661,3020,13711,9613,7214,35277,7424,12187,6971,21957,21379,27486,41198,41631,27102,29111,67182,138474,25324,32479,46701,38794,22715,59526,21127,17352,15773,15744,26903,5743,4752,2068,16283,3195,4026,12162,16403,27248,43462,16819,5314,10671,10067,19999,16690,5642,8360,2988,8743,8836,4903,11030,11906,17120,2325,22022,17248,9267,29005,18936,34576,30065,11099,10535,38452,42697,26499,24889,23658,21881,26220,27970,38585,26460,30583,18813,25963,12204,10010,10393,6369,4750,4316,11869,14087,8564,9243,12564,12728,12782,13254,12126,10503,30077,18858,7377,27514,24480,25959,35683,29131,23995,13288,33031,7747,8855,19320,6258,3627,3128,14178,10013,6740,34774
2017-03-15,7931,12059,7183,21974,23313,30617,37060,42835,26868,30991,67390,140800,23899,33095,46199,37362,21943,57570,20929,17233,14893,15885,28810,6436,4638,2613,15682,3453,4532,12418,16499,27367,40084,16872,5378,10729,11196,18440,16326,5962,8597,3359,8695,8549,5018,12983,11367,17581,2324,22615,17145,9827,29632,19100,34543,31764,10502,10718,38062,40501,25377,23743,24904,22532,26336,28053,36752,25657,29588,18419,26719,13858,9466,10534,6636,4892,5153,11192,12964,9319,10241,12183,12864,12205,13079,13295,11993,28909,17870,8460,25489,23273,25269,37913,29741,25361,13786,32538,8184,10014,18223,6860,3662,3080,13931,10034,7285,37360,7433,12733,7012,22488,20973,27630,40413,41439,27379,29196,67032,141210,25411,32675,46984,39021,23220,59056,21063,17166,15811,15608,27210,6437,4736,2130,16551,3179,4183,11888,16062,27145,41984,16554,5393,10784,11086,19282,16487,5567,8409,3186,8820,8658,4771,11495,12029,17069,2392,22007,17241,9392,29132,18913,34366,31415,10521,10641,38425,41796,26368,24681,23751,21848,25642,28104,38002,26234,30703,18304,25581,12208,9844,10376,6397,4657,4452,11941,13975,8482,9653,12353,12114,12722,13368,12224,10762,29058,18874,7921,27268,24821,26130,36715,29576,25775,13144,33765,7556,8779,19598,6399,3612,3264,14310,10389,6999,36554
2017-03-16,7859,12220,7131,21877,23400,30610,38557,42936,26900,34047,67743,145834,24212,33118,48517,38757,21852,61653,21195,17492,15098,16340,28937,5902,4650,2574,16028,3440,4520,13032,17023,27971,41156,17194,5720,10988,10983,18817,16795,5866,8493,3186,8824,8607,5361,12610,11280,17520,2465,22816,17111,10223,30720,19685,35068,31040,10860,11232,38017,41632,27759,24140,24552,22601,26745,27861,37945,26719,30304,18912,26902,14041,9835,10705,6564,4808,5100,10978,13224,9446,10312,12485,13294,12496,13018,13298,11676,37448,18350,8234,25464,23006,24761,35446,29581,23692,13737,32131,8360,10209,17427,6899,3801,3089,13684,9837,7555,36402,7351,12850,7016,22479,21270,27826,42877,41724,27940,32994,67776,146010,25092,32301,48138,40109,22971,62719,21354,17639,15948,16300,27314,5988,4835,2157,16574,3186,4322,12653,16492,28041,42988,16880,5451,10823,10714,19737,16584,5655,8462,3035,8959,8899,4831,11090,12192,17328,2567,22259,17381,9838,29584,19368,34762,30386,10914,10620,38509,42906,28020,24854,23911,21932,26841,28572,39639,26941,31446,18853,25634,12484,10031,10696,6489,4591,4348,11998,14194,8564,9553,12693,12860,13044,13519,12303,10160,37793,19195,7819,26873,24447,25708,34129,29443,23792,13145,33352,7845,8820,19278,6179,3699,3278,14089,10276,7180,35049
2017-03-17,8514,12843,7727,23178,24165,32720,42415,45291,28092,32658,78506,173273,24632,37916,53674,42407,23790,67638,21971,18581,15988,18423,30533,7501,4818,2762,17607,3596,4732,13330,17336,28615,41100,17492,6536,11599,11815,19292,17084,6630,9249,3609,9490,9241,5315,13758,12267,19013,2410,24358,18736,10657,35113,21475,36503,34239,10721,12388,43034,41352,26915,24440,27299,23903,28005,29587,39799,28494,30368,19486,29134,16369,10285,10927,7261,5090,5477,12387,14322,10166,11125,12957,14117,13166,13773,13872,12860,39742,19431,9709,26109,24718,28129,43320,33872,25676,14417,34800,8744,10485,20032,7747,3949,3160,14526,10761,8470,45838,8020,13936,7583,23606,21413,29828,46110,43074,28769,31160,80110,185232,26564,37193,55563,45606,25927,70019,21796,18509,16475,18699,28523,7152,4722,2273,16481,3182,4093,13019,16825,29154,44484,17439,6028,10788,11944,19592,16967,5896,8792,3371,9110,9355,4885,12051,12467,18091,2444,23360,18239,10042,33125,20839,35942,33870,10943,11935,44696,43830,28113,26072,26058,22973,27039,29899,40461,29340,32297,19805,28081,13017,10572,10605,7026,4800,4834,13578,14208,9205,9998,13113,13242,13628,14308,12915,11653,40593,21144,9447,28238,26526,28644,41328,32259,25832,13480,34887,8017,8978,20823,7062,3772,3163,14249,10852,7246,40406
2017-03-18,6767,11731,7840,19725,17663,32555,40639,37554,23556,32567,87437,185410,17434,36743,55795,39496,21664,61534,16604,15921,10926,14337,20678,12269,3808,2293,11147,2847,4524,9680,12604,18208,25633,12212,4793,8398,12347,6786,7691,4455,8436,3877,6665,7453,2313,14115,10234,15462,2171,18262,16551,9534,38641,21137,30739,30820,5434,11971,43077,22594,18269,17300,23427,20620,23561,25393,35396,28688,22993,14801,21773,13522,10174,8983,7463,2625,4373,11294,9960,8837,8568,11673,11036,12205,12105,14677,10826,43619,14722,21013,15320,20497,33558,45249,30179,22367,10943,28473,6979,8046,17312,8431,3270,2184,10747,9635,7276,51496,6249,12202,7689,19346,15753,30445,43245,34988,23383,31381,90599,191035,18281,36817,57109,41894,23676,61823,16006,16063,11073,14565,18719,12943,3654,1943,11087,2607,4227,9244,12219,18977,27080,11867,4468,8260,12609,6894,7544,4317,8032,3927,6207,7689,2316,13142,10369,14335,2397,17530,16186,9087,37255,20007,30588,30972,5843,11704,45102,24214,19220,18389,22239,20240,22123,25161,35225,28787,23705,15089,20391,10505,10303,8745,7330,2616,4005,11999,10030,7833,8301,11469,10508,12232,11670,13857,10194,45935,15291,22512,16392,21904,34614,44129,30376,22527,10472,28489,6546,6855,17838,8877,3204,2262,10914,9336,7313,48480
