city,Method,GMM Parameter,National Holiday TP,Culture Event TP,Extreme Weather TP,Overall TP,Overall FP,Overall TN,Overall FN,Precision,Recall,NationalHoliday,CultureEvent,ExtremeWeather
NewYork,Timeseries,3-0.31,12,1,1,14,165,392,8,0.0782122905027933,0.6363636363636364,16,3,3
NewYork,Timeseries,3-0.32,12,1,1,14,171,386,8,0.07567567567567568,0.6363636363636364,16,3,3
NewYork,Timeseries,3-0.33,12,1,1,14,177,380,8,0.07329842931937172,0.6363636363636364,16,3,3
NewYork,Timeseries,3-0.34,12,1,1,14,182,375,8,0.07142857142857142,0.6363636363636364,16,3,3
NewYork,Timeseries,3-0.35,12,1,1,14,188,369,8,0.06930693069306931,0.6363636363636364,16,3,3
NewYork,Timeseries,3-0.36,12,1,1,14,194,363,8,0.0673076923076923,0.6363636363636364,16,3,3
NewYork,Timeseries,3-0.37,12,1,1,14,200,357,8,0.06542056074766353,0.6363636363636364,16,3,3
NewYork,Timeseries,3-0.38,12,1,1,14,206,351,8,0.06363636363636363,0.6363636363636364,16,3,3
NewYork,Timeseries,3-0.39,12,1,1,14,211,346,8,0.06222222222222223,0.6363636363636364,16,3,3
NewYork,Timeseries,3-0.4,12,1,1,14,217,340,8,0.060606060606060615,0.6363636363636364,16,3,3
NewYork,Timeseries,3-0.41,12,1,1,14,223,334,8,0.059071729957805914,0.6363636363636364,16,3,3
NewYork,Timeseries,3-0.42,12,1,1,14,229,328,8,0.05761316872427984,0.6363636363636364,16,3,3
NewYork,Timeseries,3-0.43,12,1,1,14,234,323,8,0.05645161290322581,0.6363636363636364,16,3,3
NewYork,Timeseries,3-0.44,12,1,1,14,240,317,8,0.05511811023622047,0.6363636363636364,16,3,3
NewYork,Timeseries,3-0.45,12,1,1,14,246,311,8,0.05384615384615385,0.6363636363636364,16,3,3
NewYork,Timeseries,3-0.46,12,1,1,14,252,305,8,0.05263157894736842,0.6363636363636364,16,3,3
NewYork,Timeseries,3-0.47,12,1,2,15,257,300,7,0.05514705882352941,0.6818181818181818,16,3,3
NewYork,Timeseries,3-0.48,13,1,1,15,262,295,7,0.05415162454873646,0.6818181818181818,16,3,3
NewYork,Timeseries,3-0.49,13,1,1,15,268,289,7,0.0530035335689046,0.6818181818181818,16,3,3
NewYork,Timeseries,3-0.5,13,1,2,16,273,284,6,0.05536332179930796,0.7272727272727273,16,3,3
NewYork,Timeseries,3-0.51,13,1,2,16,279,278,6,0.05423728813559322,0.7272727272727273,16,3,3
NewYork,Timeseries,3-0.52,13,1,2,16,285,272,6,0.053156146179402,0.7272727272727273,16,3,3
NewYork,Timeseries,3-0.53,13,1,2,16,290,267,6,0.052287581699346414,0.7272727272727273,16,3,3
NewYork,Timeseries,3-0.54,13,1,2,16,296,261,6,0.05128205128205128,0.7272727272727273,16,3,3
NewYork,Timeseries,3-0.55,13,1,2,16,302,255,6,0.050314465408805034,0.7272727272727273,16,3,3
NewYork,Timeseries,3-0.56,13,1,2,16,308,249,6,0.04938271604938271,0.7272727272727273,16,3,3
NewYork,Timeseries,3-0.57,13,1,2,16,314,243,6,0.048484848484848485,0.7272727272727273,16,3,3
NewYork,Timeseries,3-0.58,13,1,2,16,319,238,6,0.04776119402985075,0.7272727272727273,16,3,3
NewYork,Timeseries,3-0.59,13,1,2,16,325,232,6,0.0469208211143695,0.7272727272727273,16,3,3
NewYork,Timeseries,3-0.6,13,1,2,16,331,226,6,0.04610951008645533,0.7272727272727273,16,3,3
NewYork,Timeseries,3-0.61,13,1,2,16,337,220,6,0.0453257790368272,0.7272727272727273,16,3,3
NewYork,Timeseries,3-0.62,14,1,2,17,341,216,5,0.04748603351955307,0.7727272727272727,16,3,3
NewYork,Timeseries,3-0.63,14,1,2,17,347,210,5,0.046703296703296704,0.7727272727272727,16,3,3
NewYork,Timeseries,3-0.64,14,1,2,17,353,204,5,0.04594594594594595,0.7727272727272727,16,3,3
NewYork,Timeseries,3-0.65,14,2,2,18,358,199,4,0.04787234042553192,0.8181818181818182,16,3,3
NewYork,Timeseries,3-0.66,14,2,2,18,364,193,4,0.04712041884816754,0.8181818181818182,16,3,3
NewYork,Timeseries,3-0.67,14,2,2,18,369,188,4,0.04651162790697674,0.8181818181818182,16,3,3
NewYork,Timeseries,3-0.68,15,2,2,19,374,183,3,0.04834605597964377,0.8636363636363636,16,3,3
NewYork,Timeseries,3-0.69,15,2,2,19,380,177,3,0.047619047619047616,0.8636363636363636,16,3,3
NewYork,Timeseries,3-0.7,15,2,2,19,386,171,3,0.04691358024691358,0.8636363636363636,16,3,3
NewYork,Timeseries,3-0.71,14,2,2,18,393,164,4,0.043795620437956206,0.8181818181818182,16,3,3
NewYork,Timeseries,3-0.72,14,2,2,18,398,159,4,0.04326923076923077,0.8181818181818182,16,3,3
NewYork,Timeseries,3-0.73,15,2,2,19,403,154,3,0.045023696682464455,0.8636363636363636,16,3,3
NewYork,Timeseries,3-0.74,15,2,2,19,409,148,3,0.04439252336448598,0.8636363636363636,16,3,3
NewYork,Timeseries,3-0.75,16,2,2,20,414,143,2,0.04608294930875576,0.9090909090909092,16,3,3
NewYork,Timeseries,3-0.76,16,2,2,20,420,137,2,0.045454545454545456,0.9090909090909092,16,3,3
NewYork,Timeseries,3-0.77,15,2,2,19,426,131,3,0.04269662921348315,0.8636363636363636,16,3,3
NewYork,Timeseries,3-0.78,16,2,2,20,431,126,2,0.044345898004434586,0.9090909090909092,16,3,3
NewYork,Timeseries,3-0.79,16,2,3,21,436,121,1,0.04595185995623632,0.9545454545454546,16,3,3
NewYork,Timeseries,3-0.8,16,2,3,21,442,115,1,0.04535637149028078,0.9545454545454546,16,3,3
NewYork,Timeseries,3-0.81,16,2,3,21,447,110,1,0.04487179487179487,0.9545454545454546,16,3,3
NewYork,Timeseries,3-0.82,16,2,3,21,453,104,1,0.04430379746835443,0.9545454545454546,16,3,3
NewYork,Timeseries,3-0.83,16,2,3,21,459,98,1,0.04375,0.9545454545454546,16,3,3
NewYork,Timeseries,3-0.84,16,2,3,21,465,92,1,0.043209876543209874,0.9545454545454546,16,3,3
NewYork,Timeseries,3-0.85,16,2,3,21,471,86,1,0.042682926829268296,0.9545454545454546,16,3,3
NewYork,Timeseries,3-0.86,16,2,3,21,476,81,1,0.04225352112676056,0.9545454545454546,16,3,3
NewYork,Timeseries,3-0.87,16,2,3,21,482,75,1,0.04174950298210736,0.9545454545454546,16,3,3
NewYork,Timeseries,3-0.88,16,2,3,21,488,69,1,0.0412573673870334,0.9545454545454546,16,3,3
NewYork,Timeseries,3-0.89,16,2,3,21,494,63,1,0.04077669902912622,0.9545454545454546,16,3,3
NewYork,Timeseries,3-0.9,16,2,3,21,500,57,1,0.04030710172744722,0.9545454545454546,16,3,3
NewYork,Timeseries,3-0.91,16,2,3,21,505,52,1,0.039923954372623575,0.9545454545454546,16,3,3
NewYork,Timeseries,3-0.92,16,2,3,21,511,46,1,0.03947368421052632,0.9545454545454546,16,3,3
NewYork,Timeseries,3-0.93,16,3,3,22,516,41,0,0.04089219330855018,1.0,16,3,3
NewYork,Timeseries,3-0.94,16,3,3,22,522,35,0,0.04044117647058824,1.0,16,3,3
NewYork,Timeseries,3-0.95,16,3,3,22,528,29,0,0.04,1.0,16,3,3
NewYork,Timeseries,3-0.96,16,3,3,22,533,24,0,0.03963963963963964,1.0,16,3,3
NewYork,Timeseries,3-0.97,16,3,3,22,539,18,0,0.0392156862745098,1.0,16,3,3
NewYork,Timeseries,3-0.98,16,3,3,22,545,12,0,0.03880070546737213,1.0,16,3,3
NewYork,Timeseries,3-0.99,16,3,3,22,551,6,0,0.038394415357766144,1.0,16,3,3
