start_id,end_id,date,amount
0.0,0.0,2018-06-02,18147.0
0.0,0.0,2018-06-03,16782.0
0.0,0.0,2018-06-04,25102.0
0.0,0.0,2018-06-05,25643.0
0.0,0.0,2018-06-06,26729.0
0.0,0.0,2018-06-07,26205.0
0.0,0.0,2018-06-08,28019.0
0.0,0.0,2018-06-09,19989.0
0.0,0.0,2018-06-10,16331.0
0.0,0.0,2018-06-11,25849.0
0.0,0.0,2018-06-12,26802.0
0.0,0.0,2018-06-13,26213.0
0.0,0.0,2018-06-14,26037.0
0.0,0.0,2018-06-15,28455.0
0.0,0.0,2018-06-16,17487.0
0.0,0.0,2018-06-17,15649.0
0.0,0.0,2018-06-18,13586.0
0.0,0.0,2018-06-19,26136.0
0.0,0.0,2018-06-20,26573.0
0.0,0.0,2018-06-21,26131.0
0.0,0.0,2018-06-22,26755.0
0.0,0.0,2018-06-23,17501.0
0.0,0.0,2018-06-24,14788.0
0.0,0.0,2018-06-25,25187.0
0.0,0.0,2018-06-26,25535.0
0.0,0.0,2018-06-27,26160.0
0.0,0.0,2018-06-28,26020.0
0.0,0.0,2018-06-29,27922.0
0.0,0.0,2018-06-30,17907.0
0.0,0.0,2018-07-01,15325.0
0.0,0.0,2018-07-02,23790.0
0.0,0.0,2018-07-03,24398.0
0.0,0.0,2018-07-04,24558.0
0.0,0.0,2018-07-05,24298.0
0.0,0.0,2018-07-06,24945.0
0.0,0.0,2018-07-07,17162.0
0.0,0.0,2018-07-08,15127.0
0.0,0.0,2018-07-09,23489.0
0.0,0.0,2018-07-10,21170.0
0.0,0.0,2018-07-11,19537.0
0.0,0.0,2018-07-12,24609.0
0.0,0.0,2018-07-13,26159.0
0.0,0.0,2018-07-14,17924.0
0.0,0.0,2018-07-15,15732.0
0.0,0.0,2018-07-16,23742.0
0.0,0.0,2018-07-17,24753.0
0.0,0.0,2018-07-18,25214.0
0.0,0.0,2018-07-19,24295.0
0.0,0.0,2018-07-20,25446.0
0.0,0.0,2018-07-21,16613.0
0.0,0.0,2018-07-22,14521.0
0.0,0.0,2018-07-23,23459.0
0.0,0.0,2018-07-24,23996.0
0.0,0.0,2018-07-25,24749.0
0.0,0.0,2018-07-26,24912.0
