0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,date
1.3286967707807846,0.35926561821155856,-0.2279385976336324,-0.0556756202141783,0.18296571334193046,-0.06612206444978916,-0.059279259049644886,0.08924621198865346,-0.041713481544599085,0.052109857478803666,0.0019981264475021666,0.006356179666598274,-0.050378086795147395,0.014237471108865904,0.007456698865330735,-0.055322380351238064,2017-01-01
2.2365976378953034,-0.1645729983335019,-0.09450783539187071,-0.05245181814373043,-0.009022362649047797,0.03660888842397693,-0.02526762597609251,0.05425584769505475,-0.030170222276793505,0.03066207804003018,-0.031340997838212245,-0.003522416849707847,0.006044098360723353,0.02027831750349555,-0.013642030790511085,0.03899279568646945,2017-01-02
-0.27809313637882566,-0.42465879284331465,-0.13746067521270597,-0.001884645935318523,0.06583822869277131,0.00459824299907695,0.01303306044714047,-0.05626375575786898,0.0390776279730969,0.02456077839941763,-0.019982285348310702,0.017208579038522992,-0.05166879899099296,0.04233853360208795,-0.03809757611533152,0.04323957128389098,2017-01-03
-0.3321378979740691,-0.3954667270154489,-0.19438138283734305,0.005126529423139786,0.07724573488551686,0.04849280862450903,-0.013053322526517143,-0.042755922444094756,0.024869062383126778,0.027226359857210686,0.0445035209441551,-0.0030540326048954848,-0.03980621196070774,-0.013573190357549824,-0.04657023370673702,-0.03147180130473223,2017-01-04
-0.5179910658394342,-0.30366627334329443,-0.14209551653219518,0.027299789192608878,0.0943668887904676,0.05971541111876094,-0.04477089226588314,-0.04470112236155328,0.014769597253166277,0.032450044856678524,0.03436767735274283,-0.00994843526268983,-0.05905497464794993,0.0006368796766816666,-0.03252972566264362,-0.02250171794724991,2017-01-05
-1.1572090775588233,0.20400974797637578,-0.12893026066027666,-0.04115899513979376,0.0023854119851732187,0.07849070219819966,-0.07053533811500064,-0.008241201200249912,-0.023101730754978466,0.009698256661553214,0.034948666291966524,0.029862241490142084,-0.011465486769575184,-0.016034280887844723,-0.0028957424199017733,-0.01689213468891245,2017-01-06
1.5776649137050398,0.2486895525597476,-0.06727194510997211,0.05096628005113114,0.02937535194530662,-0.014058288810234696,-0.0020528644576640414,-0.21463290888028225,0.06696797649980932,0.014877044460997661,0.093977009929075,0.002435791345293943,-0.01737693224407126,-0.11583583237537612,-0.008877543936076782,0.0031790347595277648,2017-01-07
2.220553732550471,-0.21550529696998227,-0.015116492713750256,0.01773206064219276,-0.0391621477907141,0.020178953799971665,-0.0008314331942111708,-0.022560918879000285,0.017746670503523482,-0.009655856170752278,0.015349444430129758,0.02587109702546626,-0.005355091431208366,-0.014259916484631173,-0.01881560977168265,-0.014754401094641762,2017-01-08
0.09465379539775276,-0.6012376635207582,-0.12035999538472558,-0.03242134685882222,0.026194484068133416,0.050130087624846394,0.02977825038980433,-0.07526125011859987,0.019844177770841413,0.018713757053435618,0.055317247446779044,0.01575396534007032,-0.030195574560979817,-0.02976007786099513,-0.03924406040155489,-0.01852278848199637,2017-01-09
-0.23101153204044447,-0.44213331606492556,-0.13205601606145426,0.010994384108390374,0.024686584566344455,0.07419573170244882,0.003248134325972323,-0.05949172999496059,0.011860425528727988,0.015484113613735154,0.04789232495178544,0.004970494987544942,-0.030837119603647784,-0.017575294537049042,-0.040574226045631,-0.0006327911234838362,2017-01-10
-0.391443367987677,-0.3650267455803611,-0.13322853803751608,0.037099620527387356,0.016154692303253164,0.08726352595203891,0.005859896455885989,-0.06976417247791775,0.009751828325603703,0.011933337789472306,0.054602034051890444,0.04815547605933015,-0.019716709079095385,-0.027077167384845276,-0.03670058060524798,0.022122587299658877,2017-01-11
-0.6165505307119894,-0.2557028298085335,-0.11965785607240965,0.058593841789360696,0.040196981334379676,0.10334468870448192,-0.02046128812101398,-0.04286098502389926,-0.013958802022483879,0.04768735335804824,0.04505123331662006,0.009679731933480644,0.00012814354968294857,-0.008835748601851039,0.0028440088678743413,-0.017555619039479366,2017-01-12
-1.1472724578983668,0.23241924062898456,-0.05126825437881759,-0.017069873971923923,-0.06976887055898379,0.11261722108122503,-0.03341137068775119,-0.06426527427528357,-0.07916802373296812,-0.01276825390311422,-0.012109836773429881,0.02829045873125804,-0.004911438523414701,0.01225420749375863,0.008554837259886388,-0.01590090966070074,2017-01-13
1.4048159980786272,0.3398393527954846,0.21854948129957608,0.0905052526699561,0.012887222030026887,0.08401027673503811,-0.019874224284194674,-0.17399777043722423,-0.026500040934499064,-0.044801483126049285,0.040086414127701336,-0.009711296078185624,-0.015880530203526682,-0.05649852082118577,-0.029409099099860364,-0.022053489044184135,2017-01-14
2.189375635468151,-0.1344652686566822,0.031776965985869494,0.0020959264427970544,-0.08998431345217935,0.0520048935534089,0.012417285155095622,-0.06633346999183352,-0.02292542570699768,-0.016644609724133386,0.021742460768816894,0.0582659830414508,-0.004405519329407175,-0.02753838094053919,0.0053153346070632015,-0.014692275166618432,2017-01-15
