0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,date
-0.4176481,0.6305515,0.52002305,0.5454306,0.38122454,0.6924003,0.37230414,-0.25198683,-0.12280318,0.18239838,0.65628797,0.61606467,-0.47836345,0.13341302,0.65596664,-0.23125094,2017-01-01
-0.47831887,0.47152695,0.40809447,0.87852174,-0.23612544,0.34396803,0.43562338,-0.22283919,-0.4796558,-0.038504828,0.38202125,0.6680745,0.15235457,0.18197645,-0.19321923,0.23869516,2017-01-02
0.4167744,0.116643764,0.28290534,0.690207,-0.34579566,0.36110744,0.0020392155,0.027227294,-0.659616,-0.032270394,0.21437345,0.33403188,0.017595055,0.4071927,-0.4506675,-0.15407506,2017-01-03
0.51505685,0.2887002,0.48601645,0.5952617,-0.0743776,0.45147428,-0.15634665,0.123314105,-0.6782777,-0.030805888,0.20712328,0.2455018,0.07021103,0.41306406,-0.40090486,-0.32148805,2017-01-04
0.5495821,0.15396228,0.51909554,0.5224698,-0.09483055,0.37512895,-0.1590622,0.2735664,-0.63682485,0.05859137,0.27377307,0.22551729,0.10571206,0.38598818,-0.40329936,-0.27013704,2017-01-05
0.60390747,0.047803175,0.58093125,0.40380293,0.196795,0.12813598,0.028571373,0.1125228,-0.49294364,0.1075116,0.08040819,-0.08087309,-0.050112057,0.13666783,-0.2662572,-0.14629704,2017-01-06
0.029739935,0.075488865,0.39691517,0.8043066,0.27349564,0.69962835,0.0857132,-0.058531318,-0.3241464,0.64852196,-0.11709804,0.63924575,-0.07732141,-0.016016038,-0.402074,-0.2725465,2017-01-07
-0.31608358,0.31366837,0.30461973,0.88234156,-0.088869266,0.6003363,0.133618,-0.1012087,-0.4931935,0.31802014,0.02608977,0.7306633,0.2589159,0.07006151,-0.4915093,0.04504356,2017-01-08
0.46409005,0.1476901,0.43090874,0.6890032,-0.25187916,0.4776575,-0.19614635,0.0031810147,-0.6757707,-0.03807871,0.197333,0.36840686,0.07344411,0.25660574,-0.52773553,-0.27110353,2017-01-09
0.52654356,0.14247462,0.48379415,0.6123961,-0.19632661,0.36334676,-0.21309379,0.12067975,-0.6669767,-0.056113422,0.1742997,0.22864085,0.13874854,0.33153927,-0.54517376,-0.28759062,2017-01-10
0.5349633,0.122034065,0.50166315,0.630224,-0.13991441,0.31475866,-0.1780533,0.13320887,-0.64835495,0.010403757,0.075563125,0.1736501,0.16476601,0.36463553,-0.5972456,-0.31560344,2017-01-11
0.54447377,0.06378342,0.55875194,0.5642004,-0.12485844,0.2773738,-0.16449533,0.20795788,-0.60077035,0.05591942,0.1950571,0.15664479,0.12688307,0.3439657,-0.5425272,-0.31995642,2017-01-12
0.5911988,-0.29167065,0.5027124,0.45184392,-0.017598102,-0.26655278,0.026835887,0.009931163,-0.37637624,0.06024316,-0.18549488,-0.2802981,0.05619308,0.016982859,-0.61936384,-0.07634709,2017-01-13
-0.02356245,-0.41564712,0.43606696,0.7788302,-0.043503147,0.40803427,0.17816558,0.10057294,-0.07721208,0.70949066,0.06184507,0.60260355,-0.05105707,-0.17327784,-0.5573391,-0.09192374,2017-01-14
-0.27566713,0.066887215,0.40273282,0.90095747,-0.09190883,0.43365404,0.18603154,-0.265146,-0.37388414,0.36623138,-0.14708649,0.6511932,0.22628057,-0.16611804,-0.6589357,0.045429185,2017-01-15
0.45711014,-0.22180067,0.36115393,0.5835485,-0.3438525,0.45950648,-0.19770275,0.052021664,-0.51857543,0.15952522,0.33758375,0.43387508,-0.09810729,-0.016357454,-0.44802102,-0.17916393,2017-01-16
0.50293994,-0.097866,0.56163573,0.56181586,-0.1532841,0.36757818,-0.12508199,0.23251304,-0.49787092,0.25189203,0.3250099,0.29837477,-0.0022610228,0.24359831,-0.47995728,-0.33640248,2017-01-17
0.50449395,-0.1123093,0.4740097,0.5439118,-0.14403099,0.417276,-0.11077343,0.2263637,-0.48883286,0.29915327,0.2870953,0.32069272,-0.055145632,0.25872752,-0.43277743,-0.32351556,2017-01-18
0.47451723,-0.30763006,0.31433958,0.36937618,-0.19240732,0.25102416,-0.035786927,0.043016538,-0.2375302,0.30190676,0.24451369,0.098492,-0.341903,0.27614406,-0.37704274,-0.4474248,2017-01-19
0.43040827,-0.45003775,0.36151588,0.65957737,-0.15869568,-0.07370241,0.34839082,-0.17089728,-0.22662926,0.3513396,-0.033314932,0.07513753,-0.24468194,-0.10129299,-0.47499022,0.04014291,2017-01-20
-0.051221773,-0.29751465,0.1556805,0.7713732,0.050988093,0.5403403,0.31807476,-0.036220018,-0.13329667,0.7105242,-0.024624405,0.6445842,-0.2268062,-0.17862335,-0.26501343,0.08498466,2017-01-21
-0.32262874,0.125894,0.09869653,0.9205081,0.20476896,0.49553406,0.44499058,-0.35136575,-0.2723043,0.6040895,-0.5406925,0.63439,0.1366362,-0.03138194,-0.58743715,0.107836984,2017-01-22
0.31705937,-0.32795405,0.25882566,0.7699641,-0.31423157,0.16539855,0.2868659,-0.16409293,-0.40859511,0.31327823,0.027652498,0.34364614,-0.14859873,0.0013770453,-0.51741976,0.06279572,2017-01-23
0.38572478,-0.4224894,0.34660444,0.68785626,-0.26075011,0.12724638,0.2684767,0.035577755,-0.324376,0.42611375,0.14280021,0.32056075,-0.14666107,-0.01481964,-0.4612537,0.060882933,2017-01-24
0.45903248,-0.43368164,0.540135,0.72870207,-0.08282816,0.24333544,0.106903434,0.13069277,-0.3686597,0.52418673,0.034010462,0.39665228,0.054989822,-0.25721434,-0.59259105,0.06777704,2017-01-25
0.368646,-0.34297305,0.71568596,0.76078355,0.12676138,0.4907675,-0.04694213,0.45991743,-0.43868458,0.67618454,0.20347242,0.6690271,0.3548486,-0.48479337,-0.53669393,0.2731645,2017-01-26
-0.49689245,0.21700612,-0.1598327,0.45170507,-0.39077082,0.6086025,-0.5339161,0.2129267,-0.22096132,-0.25104335,0.3926471,0.812662,0.5877675,-0.5343867,-0.31003022,0.43344525,2017-01-27
-0.6678281,0.6494048,0.64451116,0.04910519,-0.35876167,0.60369843,-0.2913524,0.29230717,0.051918723,-0.34734154,0.9414017,0.6621785,-0.17064697,0.6376353,0.40122914,-0.72686803,2017-01-28
-0.6253602,0.7187432,0.7259476,0.5093458,-0.16925281,0.49407262,-0.018183542,0.0044382815,-0.22332616,-0.43758747,0.87081814,0.6428056,0.03433408,0.33200577,0.2952979,-0.38412374,2017-01-29
-0.74335027,0.27946007,0.4820484,0.45126453,-0.6486057,0.0059983125,0.31918657,0.3112277,0.12173003,-0.20214045,0.9169336,0.64245534,-0.05896167,0.5779145,0.188882,-0.16964504,2017-01-30
-0.6932634,0.44256288,0.49814913,0.5289284,-0.5216614,0.2343853,0.2345199,0.03855419,0.01673784,-0.2336532,0.8701243,0.5938867,-0.1988926,0.61615527,0.1351694,-0.44513574,2017-01-31
-0.67617726,0.2956586,0.25871795,0.7277056,-0.6451148,0.17850845,0.31115654,0.03614151,-0.1293778,-0.10062474,0.75566417,0.6435131,-0.05053212,0.6563929,-0.21437913,-0.27992406,2017-02-01
-0.11382375,-0.29088363,0.34225044,0.6657126,-0.64080966,0.113675475,0.29274386,0.3267739,-0.2560425,0.32754394,0.7092541,0.5533969,-0.15182763,0.52386314,-0.32907414,-0.13190742,2017-02-02
0.013754833,-0.15156111,0.58319455,0.64514554,-0.32063618,0.1103949,0.38668373,0.17282185,-0.16789745,0.3806577,0.6362978,0.3799061,-0.2847205,0.45415092,-0.2108465,-0.29845428,2017-02-03
-0.4007243,0.20927197,0.10228265,0.8070392,0.02853675,0.6184478,0.20034577,-0.3512959,0.013316414,0.5748631,-0.15921244,0.49467427,-0.3604039,0.6534548,-0.5582894,-0.7704434,2017-02-04
-0.46296144,0.3455,0.16963764,0.8449128,-0.10320065,0.6562835,0.02631681,-0.38906553,-0.22235775,0.3168111,-0.05120814,0.6265203,-0.11194328,0.4393749,-0.58098686,-0.61730826,2017-02-05
0.17492087,-0.17481612,0.22705753,0.5535543,-0.42263415,0.4621964,-0.08060635,-0.21099186,-0.26820722,0.16787349,0.4296559,0.36788788,-0.45677996,0.3280125,-0.37649542,-0.57110596,2017-02-06
0.19248553,0.059951086,0.28971303,0.68503535,-0.30525345,0.32199532,0.18803272,-0.270784,-0.3860133,0.09696067,0.25910577,0.22860931,-0.3785229,0.5202547,-0.38932508,-0.51646954,2017-02-07
0.20781435,0.04877281,0.24527441,0.637486,-0.25662595,0.3479352,0.20776594,-0.3174846,-0.3448312,0.10464811,0.26963654,0.20922649,-0.46456152,0.46804377,-0.26822162,-0.5002669,2017-02-08
0.21506809,-0.35260025,0.1339189,0.6380621,-0.4776146,0.26111695,0.14284411,-0.15200742,-0.28518215,0.25096595,0.3171633,0.3612544,-0.3641682,0.20886916,-0.41437364,-0.24448721,2017-02-09
0.23228623,-0.42653078,0.1995374,0.6411799,-0.31991348,0.0391817,0.35727125,-0.34881172,-0.09755379,0.30241826,0.1441347,0.14291398,-0.49000674,0.071352914,-0.3742297,-0.21023074,2017-02-10
